control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,class_size,control_wikied,indiv_group1,indiv_group2,indiv_group,group_recheck
Ygharib,262,Ygharib262,1,0,1,0,0,0,0,0,0,0,37,1,-1,-1,-1,-1
AB88589,263,AB88589263,1,18,5,441.8,0,0,0,5,0,0,23,1,-1,-1,-1,-1
Abaryla,263,Abaryla263,1,19,3,502.3333333,502.3333333,3,0,0,0,1,23,1,-1,-1,-1,-1
BSoren17,263,BSoren17263,1,21,19,175.4736842,274.8888889,9,0,0,10,3,23,1,-1,-1,-1,-1
BuscandoMiyagi773,263,BuscandoMiyagi773263,1,19,3,920.6666667,920.6666667,3,0,0,0,1,23,1,-1,-1,-1,-1
Clockwork1171,263,Clockwork1171263,1,19,6,826.1666667,634.75,4,0,2,0,2,23,1,-1,-1,-1,-1
CrispusAttucks009,263,CrispusAttucks009263,1,14,15,392.8666667,582,5,0,10,0,1,23,1,-1,-1,-1,-1
Dsf94,263,Dsf94263,1,0,1,0,0,0,0,0,0,0,23,1,-1,-1,-1,-1
Fk.ana192,263,Fk.ana192263,1,19,5,837.6,837.6,5,0,0,0,1,23,1,-1,-1,-1,-1
Hahmad627,263,Hahmad627263,1,12,7,509.4285714,509.4285714,7,0,0,0,1,23,1,-1,-1,1,1
Jayspeed22,263,Jayspeed22263,1,47,7,729.4285714,1092.5,2,0,5,0,1,23,1,-1,-1,-1,-1
JVClass1,263,JVClass1263,1,19,13,429.3076923,775.5,6,0,7,0,1,23,1,-1,-1,-1,-1
LRageandlove,263,LRageandlove263,1,19,16,365.5625,218.7333333,15,0,1,0,1,23,1,-1,-1,-1,-1
Missriles,263,Missriles263,1,19,8,1499.75,1708,1,2,4,0,1,23,1,-1,-1,1,1
Monicaa94,263,Monicaa94263,1,19,2,1954.5,1954.5,2,0,0,0,1,23,1,-1,-1,-1,-1
Mschmidt2579,263,Mschmidt2579263,1,6,8,456.625,456.625,8,0,0,0,1,23,1,-1,-1,-1,-1
Nkra28,263,Nkra28263,1,51,19,17292.15789,34283.6,5,0,14,0,2,23,1,-1,-1,-1,-1
ProfTAH,263,ProfTAH263,1,1055,95,2119.463158,597,23,0,26,2,9,23,1,-1,-1,1,1
Ringbloomj,263,Ringbloomj263,1,12,8,933.625,1872,2,0,6,0,1,23,1,-1,-1,-1,-1
Rodrimari10,263,Rodrimari10263,1,19,5,2559.4,1819.75,4,0,1,0,1,23,1,-1,-1,1,-1
Srguerrero11,263,Srguerrero11263,1,18,13,822.3076923,791.5714286,7,0,6,0,1,23,1,-1,-1,-1,-1
TCharles47,263,TCharles47263,1,0,1,0,0,0,0,0,0,0,23,1,-1,-1,1,1
TDoubek,263,TDoubek263,1,12,10,163.1,163.1,10,0,0,0,1,23,1,-1,-1,-1,-1
TylerDP,263,TylerDP263,1,20,21,201.2857143,212.0526316,19,0,2,0,1,23,1,-1,-1,-1,-1
Zayona21,263,Zayona21263,1,19,1,4788,4788,1,0,0,0,1,23,1,-1,-1,-1,-1
Abbiebarnes,264,Abbiebarnes264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Ablasinsky95,264,Ablasinsky95264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Ajp124819,264,Ajp124819264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,1
Atkinsta,264,Atkinsta264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Barnumsanimals,264,Barnumsanimals264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,-1
Bellarose87,264,Bellarose87264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Bethcatanzaro,264,Bethcatanzaro264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Cheskiewicz,264,Cheskiewicz264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Cynt8,264,Cynt8264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,-1
Dinardoa,264,Dinardoa264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,1
Douglasm1014,264,Douglasm1014264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Drueman,264,Drueman264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Duquesne96,264,Duquesne96264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
ElizaBennet31,264,ElizaBennet31264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,1
Ellencavanaugh,264,Ellencavanaugh264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,1
FranLife00,264,FranLife00264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,1
Jaayrob,264,Jaayrob264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Jcavrak,264,Jcavrak264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Koufidakisk,264,Koufidakisk264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Lifegaurdgirl,264,Lifegaurdgirl264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Lillyreilly,264,Lillyreilly264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Litlawawa,264,Litlawawa264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
MikeMill11,264,MikeMill11264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Moopster99,264,Moopster99264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Pharm2019,264,Pharm2019264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,1,-1
Phillyboy1992,264,Phillyboy1992264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Porterf95,264,Porterf95264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Redrose789,264,Redrose789264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Roccos1,264,Roccos1264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Rodgerss16,264,Rodgerss16264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Rogersj413,264,Rogersj413264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Salopek2,264,Salopek2264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
Tartancircus,264,Tartancircus264,1,0,1,0,0,0,0,0,0,0,32,1,-1,-1,-1,-1
AbdullahAlturki99,267,AbdullahAlturki99267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Amtoffee,267,Amtoffee267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,1,1
Arabi.seshappan,267,Arabi.seshappan267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,1,1
Arist821,267,Arist821267,1,257,17,41.82352941,0,0,0,16,0,0,29,1,-1,-1,1,1
Arobles21,267,Arobles21267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Danijo510,267,Danijo510267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Derrekli,267,Derrekli267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Destadonde,267,Destadonde267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Earao72419,267,Earao72419267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,1,1
Greencatlovesfish,267,Greencatlovesfish267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Hernktanbodi,267,Hernktanbodi267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Jackelynelc,267,Jackelynelc267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
JoeR1189,267,JoeR1189267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Jomar1234567jm,267,Jomar1234567jm267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Julianaqdam,267,Julianaqdam267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Kevswrtz,267,Kevswrtz267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Kth4297,267,Kth4297267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Lshou14,267,Lshou14267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Macbaband,267,Macbaband267,1,159,4,535.75,0,0,0,3,0,0,29,1,-1,-1,-1,-1
Meeshko,267,Meeshko267,1,165,10,361.6,81,2,0,6,1,1,29,1,-1,-1,-1,-1
Msjlink,267,Msjlink267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Nahoiona,267,Nahoiona267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Prasongm,267,Prasongm267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Rileyfricke,267,Rileyfricke267,1,565,18,932,1142.909091,11,1,4,1,9,29,1,-1,-1,-1,-1
Rshin1209,267,Rshin1209267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,1,1
Stacylee14,267,Stacylee14267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Sthai818,267,Sthai818267,1,165,17,263,0,0,0,15,1,0,29,1,-1,-1,-1,-1
Taliasaravi,267,Taliasaravi267,1,167,14,-54.92857143,0,0,0,12,1,0,29,1,-1,-1,1,1
TCReuter,267,TCReuter267,1,0,1,0,0,0,0,0,0,0,29,1,-1,-1,-1,-1
Albertw.li95,268,Albertw.li95268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Amdelmedico,268,Amdelmedico268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Ccm38,268,Ccm38268,1,8,2,2297.5,0,0,2,0,0,0,14,1,-1,-1,-1,-1
Dflamini,268,Dflamini268,1,351,1,1680,1680,1,0,0,0,1,14,1,-1,-1,-1,-1
Georgedailey,268,Georgedailey268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Jhw26,268,Jhw26268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Jmnn99,268,Jmnn99268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
JocostaShurtis,268,JocostaShurtis268,1,116,1,13,13,1,0,0,0,1,14,1,-1,-1,-1,-1
Kcarrozza,268,Kcarrozza268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Knc989,268,Knc989268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Miggueva5,268,Miggueva5268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Mwschahfer,268,Mwschahfer268,1,18,3,264.6666667,264.6666667,3,0,0,0,2,14,1,-1,-1,-1,-1
Tjgoldberger,268,Tjgoldberger268,1,351,9,931.7777778,931.7777778,9,0,0,0,2,14,1,-1,-1,-1,-1
Waterssar,268,Waterssar268,1,0,1,0,0,0,0,0,0,0,14,1,-1,-1,-1,-1
Bfaval3,269,Bfaval3269,1,0,8,636.5,64.5,4,1,3,0,1,18,1,-1,-1,-1,-1
Cchap23,269,Cchap23269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
ChaKeSeLiAl,269,ChaKeSeLiAl269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
Cjolly3,269,Cjolly3269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Ctran24,269,Ctran24269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
Dbanos1,269,Dbanos1269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
Jdauph2,269,Jdauph2269,1,4,64,203.6875,214.7727273,22,12,20,10,5,18,1,-1,-1,-1,-1
Kchampagne21,269,Kchampagne21269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
Luxembourg96,269,Luxembourg96269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Marykatherineloos,269,Marykatherineloos269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,1,-1
Ntayl23,269,Ntayl23269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Sgrigo1,269,Sgrigo1269,1,0,4,876.25,628.5,2,1,1,0,1,18,1,-1,-1,-1,-1
Sherwall15,269,Sherwall15269,1,0,3,1111.333333,1113.5,2,0,0,1,1,18,1,-1,-1,-1,-1
Slothford88,269,Slothford88269,1,1,7,350.1428571,1298,1,2,1,0,1,18,1,-1,-1,-1,-1
Snowbird225,269,Snowbird225269,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Stpeluke,269,Stpeluke269,1,0,11,476.8181818,1592,1,5,2,0,1,18,1,-1,-1,-1,-1
TA2016,269,TA2016269,1,3,5,406.6,1154,1,2,2,0,1,18,1,-1,-1,-1,-1
Yetinubu,269,Yetinubu269,1,0,12,277.6666667,463.5,2,2,3,0,1,18,1,-1,-1,-1,-1
Helenalogan,270,Helenalogan270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1
Hereticofdune,270,Hereticofdune270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1
Hourglass97,270,Hourglass97270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1
Js49215,270,Js49215270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,1,-1
Juniper Branchflower,270,Juniper Branchflower270,1,137,23,435.173913,337.7777778,9,1,8,3,2,7,1,-1,-1,-1,-1
Kedufresne,270,Kedufresne270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1
Sarahkreeves,270,Sarahkreeves270,1,0,1,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1
Bp2015,271,Bp2015271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Cathy orama,271,Cathy orama271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Cvquinteroo,271,Cvquinteroo271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Darymar.vargas,271,Darymar.vargas271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Felix's Wiki Username,271,Felix's Wiki Username271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Gloceto615,271,Gloceto615271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Gracie.cat95,271,Gracie.cat95271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Heather0905,271,Heather0905271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jeilisse,271,Jeilisse271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jeilisse.cortes,271,Jeilisse.cortes271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jelidith.rodriguez,271,Jelidith.rodriguez271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jennifer Rodriguez RIvea,271,Jennifer Rodriguez RIvea271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jose.Angel.Rodriguez.Rodriguez,271,Jose.Angel.Rodriguez.Rodriguez271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Jougoden,271,Jougoden271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Juliette.m7,271,Juliette.m7271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
NatalieG.23,271,NatalieG.23271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
NicoleAndrea08,271,NicoleAndrea08271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Pam1993,271,Pam1993271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Rodriguez2015,271,Rodriguez2015271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Rolandocappas,271,Rolandocappas271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Shirley Jusino,271,Shirley Jusino271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Texidor94,271,Texidor94271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Thalia Hernandez,271,Thalia Hernandez271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Vanessa.austin,271,Vanessa.austin271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Vivianexis.soto,271,Vivianexis.soto271,1,0,1,0,0,0,0,0,0,0,24,1,-1,,-1,-1
Abinzaid,273,Abinzaid273,1,6,1,6601,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Acontreras77,273,Acontreras77273,1,6,2,2619.5,0,0,0,2,0,0,30,1,-1,-1,-1,-1
Adman94,273,Adman94273,1,6,4,2406.75,0,0,0,4,0,0,30,1,-1,-1,-1,-1
Ailingc96,273,Ailingc96273,1,6,1,6076,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Aliarenee,273,Aliarenee273,1,7,1,3754,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Alohaalessandra,273,Alohaalessandra273,1,6,1,7887,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Bluebikerider,273,Bluebikerider273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
Brianard 97,273,Brianard 97273,1,6,1,5351,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Cocopassion1,273,Cocopassion1273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
Csueb2019,273,Csueb2019273,1,6,3,1513,0,0,0,3,0,0,30,1,-1,-1,-1,-1
Daisycaamal,273,Daisycaamal273,1,6,1,3427,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Dinokale,273,Dinokale273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
Dreaamarisol,273,Dreaamarisol273,1,5,2,1371.5,0,0,0,2,0,0,30,1,-1,-1,-1,-1
Imanimonae,273,Imanimonae273,1,6,3,1426.666667,0,0,0,3,0,0,30,1,-1,-1,-1,-1
Jryg19,273,Jryg19273,1,7,1,5256,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Karlat46,273,Karlat46273,1,6,2,2264,0,0,0,2,0,0,30,1,-1,-1,-1,-1
Lanatroche,273,Lanatroche273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
MenaB23,273,MenaB23273,1,6,1,6447,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Mfcwashere,273,Mfcwashere273,1,6,1,5475,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Mnazari2015,273,Mnazari2015273,1,6,5,979,0,0,0,5,0,0,30,1,-1,-1,-1,-1
Moniquebridgetangel,273,Moniquebridgetangel273,1,6,6,855,0,0,0,6,0,0,30,1,-1,-1,-1,-1
Moniquebridgett,273,Moniquebridgett273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
Raessecret,273,Raessecret273,1,6,6,777.1666667,0,0,0,5,0,0,30,1,-1,-1,-1,-1
Soulrivers2k15,273,Soulrivers2k15273,1,0,1,0,0,0,0,0,0,0,30,1,-1,-1,-1,-1
SwiggitySwoof,273,SwiggitySwoof273,1,5,4,1842.25,0,0,0,4,0,0,30,1,-1,-1,-1,-1
Teetee00,273,Teetee00273,1,6,1,6436,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Tjaaayyy,273,Tjaaayyy273,1,6,2,2874,0,0,0,2,0,0,30,1,-1,-1,-1,-1
ToratheOrange,273,ToratheOrange273,1,84,1,2,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Viviansan,273,Viviansan273,1,6,3,1567.333333,0,0,0,3,0,0,30,1,-1,-1,-1,-1
XicanaXilonen,273,XicanaXilonen273,1,7,1,5236,0,0,0,1,0,0,30,1,-1,-1,-1,-1
Afg110,276,Afg110276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,-1,-1
AmaranthRose,276,AmaranthRose276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
BBTouag25,276,BBTouag25276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Cloebugg,276,Cloebugg276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
DaFlyingFishmonger,276,DaFlyingFishmonger276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Esuabeht97,276,Esuabeht97276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,-1,-1
Exceptionally almindelig,276,Exceptionally almindelig276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Fingers o'toole,276,Fingers o'toole276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Gjm037,276,Gjm037276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Gliderrider401,276,Gliderrider401276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Luxord185,276,Luxord185276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
MatildaStar,276,MatildaStar276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Nicoleslaw22,276,Nicoleslaw22276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Peryalacoirea,276,Peryalacoirea276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,-1,-1
Theodorerex,276,Theodorerex276,1,79,1,0,0,1,0,0,0,1,16,1,-1,-1,1,1
TutyFruity,276,TutyFruity276,1,0,1,0,0,0,0,0,0,0,16,1,-1,-1,1,1
Caitlin.calsbeek,277,Caitlin.calsbeek277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,-1,-1
Erik J Ringen,277,Erik J Ringen277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,-1,-1
GalenMillerAtkins,277,GalenMillerAtkins277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,1,-1
JustinRBrown,277,JustinRBrown277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,-1,-1
Katarinakaspari,277,Katarinakaspari277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,1,-1
Valdanderthal,277,Valdanderthal277,1,0,1,0,0,0,0,0,0,0,6,1,-1,-1,-1,-1
Amyaph,278,Amyaph278,1,7,15,291.4666667,411.5,6,5,1,3,1,22,1,-1,-1,-1,-1
Archeryeverett,278,Archeryeverett278,1,370,26,-459.0769231,333.6666667,12,0,12,2,8,22,1,-1,-1,-1,-1
Asyfie,278,Asyfie278,1,7,4,2377.75,1585.333333,3,0,1,0,1,22,1,-1,-1,-1,-1
Azhusker100.8,278,Azhusker100.8278,1,6,6,-100.5,-33.6,5,0,1,0,2,22,1,-1,-1,-1,-1
Candycakemuffin,278,Candycakemuffin278,1,7,2,304,0,0,2,0,0,0,22,1,-1,-1,-1,-1
Claireshinn,278,Claireshinn278,1,7,12,504.5,351.8,5,0,7,0,1,22,1,-1,-1,-1,-1
Dmartinez17,278,Dmartinez17278,1,0,1,0,0,0,0,0,0,0,22,1,-1,-1,-1,-1
Goldenquaffle567,278,Goldenquaffle567278,1,7,13,307.2307692,456,5,2,6,0,1,22,1,-1,-1,-1,-1
Katiethompson8,278,Katiethompson8278,1,6,5,969,3.666666667,3,0,2,0,1,22,1,-1,-1,1,1
Kretscht,278,Kretscht278,1,7,15,-258.4666667,81.55555556,9,1,0,5,1,22,1,-1,-1,1,1
LawrenceSeminarioRomero,278,LawrenceSeminarioRomero278,1,7,15,144.2,148.6428571,14,0,1,0,1,22,1,-1,-1,-1,-1
Loganmaggart,278,Loganmaggart278,1,8,4,822,0,0,0,0,4,0,22,1,-1,-1,-1,-1
Mcissne2,278,Mcissne2278,1,7,12,841.75,248.3333333,6,1,5,0,1,22,1,-1,-1,-1,-1
Narwhal564,278,Narwhal564278,1,0,1,0,0,0,0,0,0,0,22,1,-1,-1,-1,-1
Ngates4,278,Ngates4278,1,7,5,547.8,547.8,5,0,0,0,1,22,1,-1,-1,-1,-1
OrangeBouy,278,OrangeBouy278,1,7,1,2324,0,0,0,0,1,0,22,1,-1,-1,-1,-1
Pmatet2,278,Pmatet2278,1,7,11,796.3636364,868.8,10,0,1,0,2,22,1,-1,-1,-1,-1
Ryeed2594,278,Ryeed2594278,1,7,11,719.3636364,373.8333333,6,2,3,0,1,22,1,-1,-1,-1,-1
Sagittar95,278,Sagittar95278,1,0,1,0,0,0,0,0,0,0,22,1,-1,-1,-1,-1
Swenzl160,278,Swenzl160278,1,7,18,151.2777778,595.8,15,1,2,0,1,22,1,-1,-1,-1,-1
Wmalcom2,278,Wmalcom2278,1,7,10,464.3,744,2,6,2,0,1,22,1,-1,-1,-1,-1
Xjwizx135,278,Xjwizx135278,1,7,2,147.5,0,0,0,0,2,0,22,1,-1,-1,-1,-1
Agfarmingdale,279,Agfarmingdale279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
AMGib,279,AMGib279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Elifitz85,279,Elifitz85279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Emhammell,279,Emhammell279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Francescanaula,279,Francescanaula279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Gcimino029,279,Gcimino029279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Ginapcm315,279,Ginapcm315279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
JessicaMatarese,279,JessicaMatarese279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Kayla Rankin,279,Kayla Rankin279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Lost Souls Club,279,Lost Souls Club279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Markjgrossman,279,Markjgrossman279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
McInm5,279,McInm5279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
MeeshSab,279,MeeshSab279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
MicheleSabatella,279,MicheleSabatella279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Mjabruzze,279,Mjabruzze279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Mmath23,279,Mmath23279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Npalo,279,Npalo279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Oryanjordan,279,Oryanjordan279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Ramslax13,279,Ramslax13279,1,0,1,0,0,0,0,0,0,0,18,1,-1,-1,-1,-1
Aa1043,280,Aa1043280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,-1,-1
Adam.sandve,280,Adam.sandve280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,-1,-1
Aed210,280,Aed210280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,1,-1
Aeg11,280,Aeg11280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,-1,-1
Ahmadjaludi,280,Ahmadjaludi280,1,49,4,598,0,0,0,4,0,0,67,1,-1,-1,-1,-1
Alexisfaith017,280,Alexisfaith017280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,-1,-1
Anm526,280,Anm526280,1,0,1,0,0,0,0,0,0,0,67,1,-1,-1,-1,-1
