control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,class_size,control_wikied,indiv_group1,indiv_group2,indiv_group,group_recheck
Lgiacomino,22,Lgiacomino22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,1,1
Maccoult,22,Maccoult22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,-1,-1
MBPollock42,22,MBPollock4222,1,0,1,0,0,0,0,0,0,0,14,1,1,1,-1,-1
Mollycole,22,Mollycole22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,-1,-1
Nmblaker,22,Nmblaker22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,1,1
Omirandare,22,Omirandare22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,1,1
Sarroniz,22,Sarroniz22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,1,1
StephanieFigz,22,StephanieFigz22,1,0,1,0,0,0,0,0,0,0,14,1,1,1,1,1
Aam156,24,Aam15624,1,0,14,-6.5,-6.5,14,0,0,0,2,32,1,1,1,1,1
Alexandralopez324,24,Alexandralopez32424,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
AnthonyP11,24,AnthonyP1124,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Austintxguy02,24,Austintxguy0224,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
B j36,24,B j3624,1,0,1,-55,-55,1,0,0,0,1,32,1,1,1,1,1
B p145,24,B p14524,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Commmajor20,24,Commmajor2024,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
D h200,24,D h20024,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Dewhirsta,24,Dewhirsta24,1,145,10,40.1,481,3,1,5,0,2,32,1,1,1,1,1
Drewvilla2,24,Drewvilla224,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Edwin Valverde,24,Edwin Valverde24,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Ejcadena95,24,Ejcadena9524,1,0,4,-209.5,353.5,2,0,2,0,1,32,1,1,1,1,1
Ese.agho,24,Ese.agho24,1,5,6,1209,1138.2,5,0,1,0,1,32,1,1,1,1,1
Genepride,24,Genepride24,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Hulkhoganpantera,24,Hulkhoganpantera24,1,135,28,572.8214286,782.4285714,7,1,19,0,1,32,1,1,1,1,1
Jeremy099,24,Jeremy09924,1,545,1,-73,-73,1,0,0,0,1,32,1,1,1,1,1
Jkell96,24,Jkell9624,1,0,1,0,0,1,0,0,0,1,32,1,1,1,1,1
Kaleplumlee,24,Kaleplumlee24,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Korina-NP,24,Korina-NP24,1,145,14,627,99.33333333,3,2,8,0,1,32,1,1,1,1,1
Krposton4,24,Krposton424,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Ljcarrillo7,24,Ljcarrillo724,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Maa198,24,Maa19824,1,0,1,-1,-1,1,0,0,0,1,32,1,1,1,1,1
Mackenziediaz11,24,Mackenziediaz1124,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Mirandaminer,24,Mirandaminer24,1,1,1,15,15,1,0,0,0,1,32,1,1,1,1,1
PerlaPerez1,24,PerlaPerez124,1,145,18,236.9444444,222.8333333,6,2,8,1,2,32,1,1,1,1,1
Samanthareds,24,Samanthareds24,1,1,1,289,289,1,0,0,0,1,32,1,1,1,1,1
Senniavarelat,24,Senniavarelat24,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
SpencerCard,24,SpencerCard24,1,145,7,-97.28571429,894,1,1,3,1,1,32,1,1,1,1,1
Torijay1466,24,Torijay146624,1,145,6,967.6666667,830,1,0,4,0,1,32,1,1,1,1,1
Tstamp2,24,Tstamp224,1,424,19,139.7894737,147.875,16,0,0,3,5,32,1,1,1,1,1
WilliamCadman,24,WilliamCadman24,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Williamskel4,24,Williamskel424,1,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1
Achau11,25,Achau1125,1,0,1,0,0,0,0,0,0,0,11,1,1,1,-1,-1
Brennadaul2,25,Brennadaul225,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
Brewit,25,Brewit25,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
Gbreeland,25,Gbreeland25,1,0,1,0,0,0,0,0,0,0,11,1,1,1,-1,-1
Gdawgme,25,Gdawgme25,1,1051,8,202.125,202.125,8,0,0,0,4,11,1,1,1,1,1
Jchodges0816,25,Jchodges081625,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
Laurenlang6,25,Laurenlang625,1,0,1,19,0,0,0,1,0,0,11,1,1,1,1,1
Nfidan1,25,Nfidan125,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
Rgarre4,25,Rgarre425,1,0,1,0,0,0,0,0,0,0,11,1,1,1,-1,-1
Rgrego4,25,Rgrego425,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
ShaneRichard11,25,ShaneRichard1125,1,0,1,0,0,0,0,0,0,0,11,1,1,1,-1,-1
Stanleyf12,25,Stanleyf1225,1,0,1,0,0,0,0,0,0,0,11,1,1,1,1,1
Abrandon67,27,Abrandon6727,1,0,1,0,0,0,0,0,0,0,12,1,1,1,-1,-1
Alpinetrout,27,Alpinetrout27,1,0,1,0,0,0,0,0,0,0,12,1,1,1,-1,-1
CphamX6511,27,CphamX651127,1,0,1,0,0,0,0,0,0,0,12,1,1,1,-1,-1
Dinohunter1972,27,Dinohunter197227,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
Jerresette,27,Jerresette27,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
Kc1130,27,Kc113027,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
KJHarris1234,27,KJHarris123427,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
L!z27d4,27,L!z27d427,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
Lindsey7120,27,Lindsey712027,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,1
Rkuklok,27,Rkuklok27,1,0,1,0,0,0,0,0,0,0,12,1,1,1,-1,-1
Samanthacrawley,27,Samanthacrawley27,1,0,1,0,0,0,0,0,0,0,12,1,1,1,-1,-1
SuzyN5,27,SuzyN527,1,0,1,0,0,0,0,0,0,0,12,1,1,1,1,-1
Acbrown44,28,Acbrown4428,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
AminaZadeh,28,AminaZadeh28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
AmyPell,28,AmyPell28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Apollo210,28,Apollo21028,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Catiashorty,28,Catiashorty28,1,54,1,-8,-8,1,0,0,0,1,31,1,1,1,1,1
Cryan22,28,Cryan2228,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Dillenlao,28,Dillenlao28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Earcher1,28,Earcher128,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
GabiUdell,28,GabiUdell28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Globalwomen,28,Globalwomen28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Gwakelee,28,Gwakelee28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Hmcmechan,28,Hmcmechan28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
JBelza,28,JBelza28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Jestra16,28,Jestra1628,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Jmorales35,28,Jmorales3528,1,12,1,3260,3260,1,0,0,0,1,31,1,1,1,1,1
KAQ29,28,KAQ2928,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
KealaniT,28,KealaniT28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
KerenS,28,KerenS28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Keytarcat,28,Keytarcat28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Kjdavis95,28,Kjdavis9528,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Knm2093,28,Knm209328,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Maccoe09,28,Maccoe0928,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Mareval2,28,Mareval228,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Mmertz1,28,Mmertz128,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Muedemum,28,Muedemum28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Pfranco2,28,Pfranco228,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
S1023p,28,S1023p28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
S13rown,28,S13rown28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
SaharaWalker,28,SaharaWalker28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Tweaver2,28,Tweaver228,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Tylermckim,28,Tylermckim28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
ZhiyinZheng,28,ZhiyinZheng28,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Ah728213,29,Ah72821329,1,3,23,42.56521739,43.52631579,19,2,0,0,1,16,1,1,1,1,1
Belen Sianetha,29,Belen Sianetha29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,1,1
Clarepalo,29,Clarepalo29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,1,1
Erica Leigh Penoyer Lange,29,Erica Leigh Penoyer Lange29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,-1,-1
Jon Stansell,29,Jon Stansell29,1,531,17,428.1176471,428.1176471,17,0,0,0,3,16,1,1,1,1,1
KMMerkle,29,KMMerkle29,1,31,2,345,-26,1,1,0,0,1,16,1,1,1,1,1
KristaFrost,29,KristaFrost29,1,28,23,485.4347826,449.8333333,12,7,4,0,3,16,1,1,1,1,1
LouisBaragona,29,LouisBaragona29,1,3,4,5.75,0,0,2,0,0,0,16,1,1,1,1,1
Lr270306,29,Lr27030629,1,2,15,522.3333333,522.3333333,15,0,0,0,1,16,1,1,1,1,1
Mila ja mila,29,Mila ja mila29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,1,1
RossDickerhoof,29,RossDickerhoof29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,1,1
RT896713,29,RT89671329,1,2,22,193.0909091,193.0909091,22,0,0,0,1,16,1,1,1,1,1
Sadiemeade,29,Sadiemeade29,1,7,5,188.4,188.4,5,0,0,0,2,16,1,1,1,1,1
Sg301209,29,Sg30120929,1,1,2,364.5,364.5,2,0,0,0,1,16,1,1,1,1,1
TroxelR,29,TroxelR29,1,2,2,1744,1744,2,0,0,0,1,16,1,1,1,1,1
YbGrrl,29,YbGrrl29,1,0,1,0,0,0,0,0,0,0,16,1,1,1,1,1
Akstudent,31,Akstudent31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
DerLenker,31,DerLenker31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Fang of helios,31,Fang of helios31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Forbiddendave,31,Forbiddendave31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
HYLb2st,31,HYLb2st31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Hyunjun437,31,Hyunjun43731,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Karna and Bhima,31,Karna and Bhima31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Krifa206,31,Krifa20631,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Mattchun93,31,Mattchun9331,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Nightingale143,31,Nightingale14331,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Pearltmiller,31,Pearltmiller31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Petranmancan,31,Petranmancan31,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Pinklaine,31,Pinklaine31,1,20,2,329,329,2,0,0,0,1,19,1,1,1,1,1
Rk01220,31,Rk0122031,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Santosm8,31,Santosm831,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Secondabroad0909,31,Secondabroad090931,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
UWAbe17,31,UWAbe1731,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Wangemily3,31,Wangemily331,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Wisteria38,31,Wisteria3831,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Adnan1192,32,Adnan119232,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Albahi1988,32,Albahi198832,1,1,1,321,0,0,0,0,1,0,31,1,1,1,1,1
AmadoR,32,AmadoR32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Anitaebadi,32,Anitaebadi32,1,0,14,1052,0,0,0,14,0,0,31,1,1,1,1,1
Austinhtmn,32,Austinhtmn32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Celtic Chef,32,Celtic Chef32,1,1,1,1550,0,0,0,1,0,0,31,1,1,1,-1,-1
Christineyc,32,Christineyc32,1,0,6,321.5,0,0,0,6,0,0,31,1,1,1,1,1
Cladita91,32,Cladita9132,1,0,1,7592,0,0,0,0,1,0,31,1,1,1,1,1
Dalalnw,32,Dalalnw32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Eelyn1,32,Eelyn132,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Ejt41892,32,Ejt4189232,1,1,3,147,0,0,0,3,0,0,31,1,1,1,1,1
Enm13209,32,Enm1320932,1,0,1,10666,0,0,0,1,0,0,31,1,1,1,1,1
Grh 30,32,Grh 3032,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
HtmnnAustin,32,HtmnnAustin32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Imsiddkidd,32,Imsiddkidd32,1,2,4,705.75,0,0,0,3,0,0,31,1,1,1,1,1
JC29226,32,JC2922632,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Kate.mackay10,32,Kate.mackay1032,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Kelleedine,32,Kelleedine32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Lambology,32,Lambology32,1,0,2,3429,0,0,0,2,0,0,31,1,1,1,1,1
Lesley15,32,Lesley1532,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Lingshwn,32,Lingshwn32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Lujana123,32,Lujana12332,1,1,7,885.7142857,0,0,0,7,0,0,31,1,1,1,1,1
Magraaay,32,Magraaay32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Mar ling2016,32,Mar ling201632,1,1,1,4219,0,0,0,1,0,0,31,1,1,1,1,1
Phillipvl,32,Phillipvl32,1,0,2,654,0,0,0,2,0,0,31,1,1,1,-1,-1
Rshanblatt,32,Rshanblatt32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Sarahfphillips,32,Sarahfphillips32,1,0,1,529,0,0,0,1,0,0,31,1,1,1,1,1
Sschuler,32,Sschuler32,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Stee4257,32,Stee425732,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Victor823,32,Victor82332,1,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1
Yoonju4,32,Yoonju432,1,0,2,905,0,0,0,2,0,0,31,1,1,1,1,1
AkshdeepSandhu,34,AkshdeepSandhu34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
AlexandriaBaugh,34,AlexandriaBaugh34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Bethanydelbegio,34,Bethanydelbegio34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Celestiefied,34,Celestiefied34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,-1,-1
Daniel.rdzbosque,34,Daniel.rdzbosque34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Elanef,34,Elanef34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Fnhgroup3,34,Fnhgroup334,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Foodienut,34,Foodienut34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,-1,-1
Foucherp,34,Foucherp34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Hanclarence,34,Hanclarence34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Hj624,34,Hj62434,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Ilanwright87,34,Ilanwright8734,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Isabela Fuster Rau,34,Isabela Fuster Rau34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Isabelle Philpott96,34,Isabelle Philpott9634,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Jssiu,34,Jssiu34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,-1,-1
Laurabrager,34,Laurabrager34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Leahgirvitz,34,Leahgirvitz34,1,25,7,11.85714286,11.85714286,7,0,0,0,1,33,1,1,1,1,1
Lisa.popplewell,34,Lisa.popplewell34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Liushiye,34,Liushiye34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Lsalimbangon,34,Lsalimbangon34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Megc2096,34,Megc209634,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
MichelleYHWu,34,MichelleYHWu34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Miriamchen 0426,34,Miriamchen 042634,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Navarroguerra,34,Navarroguerra34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Nedakeshtkar,34,Nedakeshtkar34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Nianliu,34,Nianliu34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Nicolehsw,34,Nicolehsw34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Noraxuanhong,34,Noraxuanhong34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Novak73,34,Novak7334,1,433,12,-9.916666667,22.75,8,0,0,4,6,33,1,1,1,1,1
PrescottC,34,PrescottC34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,-1,-1
TahneIao,34,TahneIao34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Wubrian,34,Wubrian34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Yasamansairafi,34,Yasamansairafi34,1,0,1,0,0,0,0,0,0,0,33,1,1,1,1,1
Bf255,35,Bf25535,1,0,1,0,0,0,0,0,0,0,6,1,1,1,-1,-1
Chris6734,35,Chris673435,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Dpr78,35,Dpr7835,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Mattakbar,35,Mattakbar35,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Strahlendstern,35,Strahlendstern35,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
WenCOB,35,WenCOB35,0,751,8,-1.75,-1.75,8,0,0,0,8,6,1,1,1,1,1
Akibah,37,Akibah37,1,16,8,208.125,208.125,8,0,0,0,3,23,1,1,1,1,1
Alefuentes05,37,Alefuentes0537,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
Amybuckley25,37,Amybuckley2537,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
Arquill,37,Arquill37,1,1308,2,166,166,2,0,0,0,2,23,1,1,1,1,1
Blr992,37,Blr99237,1,1,4,47.25,47.25,4,0,0,0,2,23,1,1,1,1,1
CarrieSurbaugh,37,CarrieSurbaugh37,1,0,1,0,0,0,0,0,0,0,23,1,1,1,-1,-1
Cgilley,37,Cgilley37,1,1,2,147.5,147.5,2,0,0,0,1,23,1,1,1,1,1
Chowington,37,Chowington37,1,0,2,826.5,826.5,2,0,0,0,1,23,1,1,1,1,1
ElisabethDillon,37,ElisabethDillon37,1,2,1,128,128,1,0,0,0,1,23,1,1,1,1,1
Jyim4695,37,Jyim469537,1,1,3,-675.6666667,-675.6666667,3,0,0,0,1,23,1,1,1,1,1
Laceykarla,37,Laceykarla37,1,0,2,273.5,273.5,2,0,0,0,1,23,1,1,1,1,1
LinguisticsNerd,37,LinguisticsNerd37,1,0,1,0,0,1,0,0,0,1,23,1,1,1,1,1
MaggieHood19,37,MaggieHood1937,1,2,16,5.8125,-5.071428571,14,0,1,1,3,23,1,1,1,1,1
Mattwithoutabat,37,Mattwithoutabat37,1,1,7,284.2857143,139.5,6,0,1,0,1,23,1,1,1,1,1
Mcm3589,37,Mcm358937,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,-1
Niceandcoolperson,37,Niceandcoolperson37,1,3,5,809.8,809.8,5,0,0,0,1,23,1,1,1,1,1
Rspiegelman,37,Rspiegelman37,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
Seflores,37,Seflores37,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
TexanBackpacker,37,TexanBackpacker37,1,9,7,421.4285714,421.4285714,7,0,0,0,2,23,1,1,1,-1,-1
ThePartyTurtle,37,ThePartyTurtle37,1,0,1,875,875,1,0,0,0,1,23,1,1,1,1,1
Victoriakyoung,37,Victoriakyoung37,1,1,1,463,463,1,0,0,0,1,23,1,1,1,-1,-1
Zacharyb94,37,Zacharyb9437,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
Zachman1095,37,Zachman109537,1,0,1,0,0,0,0,0,0,0,23,1,1,1,1,1
Abhat198,40,Abhat19840,1,0,1,0,0,0,0,0,0,0,51,1,1,1,-1,-1
Agupta27,40,Agupta2740,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Ahmad.saad.khan,40,Ahmad.saad.khan40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Akshay nayak24,40,Akshay nayak2440,1,36,6,655.5,0,0,0,6,0,0,51,1,1,1,1,1
Aniketdhuri,40,Aniketdhuri40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Anuragslp1,40,Anuragslp140,1,18,1,-6,-6,1,0,0,0,1,51,1,1,1,1,1
Arvindlm,40,Arvindlm40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Bghagar,40,Bghagar40,1,46,3,2459.333333,0,0,0,3,0,0,51,1,1,1,1,1
Ddefisher,40,Ddefisher40,1,0,4,0,0,0,0,4,0,0,51,1,1,1,1,1
Dsonawa,40,Dsonawa40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Ewhorton,40,Ewhorton40,1,212,49,95.95918367,458.8125,32,0,16,0,3,51,1,1,1,1,1
Fatuglypanda,40,Fatuglypanda40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Fgy31775288,40,Fgy3177528840,1,1,1,81,81,1,0,0,0,1,51,1,1,1,-1,-1
Gshah2,40,Gshah240,1,0,1,0,0,0,0,0,0,0,51,1,1,1,-1,-1
Gsrajadh,40,Gsrajadh40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Hguan2,40,Hguan240,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Hkumbum,40,Hkumbum40,1,46,2,856,0,0,0,2,0,0,51,1,1,1,1,1
Jesankar ncsu,40,Jesankar ncsu40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
KahanPrabhu,40,KahanPrabhu40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Kpalani5,40,Kpalani540,1,35,11,921.9090909,1,1,0,10,0,1,51,1,1,1,1,1
Krunal3103,40,Krunal310340,1,36,7,249.5714286,0,3,0,4,0,1,51,1,1,1,1,1
Kvysyar,40,Kvysyar40,1,36,16,316.125,0,0,0,14,0,0,51,1,1,1,1,1
Maalbash,40,Maalbash40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Magoff2,40,Magoff240,1,35,18,482.1111111,0,1,0,17,0,1,51,1,1,1,1,1
Mchinth,40,Mchinth40,1,42,5,2610.6,0,0,0,0,5,0,51,1,1,1,1,1
Michaelxu1988,40,Michaelxu198840,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Mister98,40,Mister9840,1,54,4,1630,0,0,0,2,0,0,51,1,1,1,1,1
Mverma4,40,Mverma440,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Nikraina,40,Nikraina40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Nkerkar,40,Nkerkar40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Panxing01,40,Panxing0140,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Pkulkar5,40,Pkulkar540,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Pmasher,40,Pmasher40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Preems,40,Preems40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Ptrived,40,Ptrived40,1,34,3,244.3333333,0,0,0,3,0,0,51,1,1,1,1,1
Ravi.flipsyde,40,Ravi.flipsyde40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Revanthreddynagilla,40,Revanthreddynagilla40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Rgopalk,40,Rgopalk40,1,20,1,-3,-3,1,0,0,0,1,51,1,1,1,1,1
Rroycho,40,Rroycho40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Sbobba3,40,Sbobba340,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Schen35,40,Schen3540,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Sju88,40,Sju8840,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Skunapa,40,Skunapa40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Smshah4,40,Smshah440,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Sshaikh2,40,Sshaikh240,1,0,1,0,0,0,0,0,0,0,51,1,1,1,-1,-1
Tpande,40,Tpande40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Tyagiarpit,40,Tyagiarpit40,1,3,3,118.6666667,0,0,0,1,2,0,51,1,1,1,1,1
Vbadugu,40,Vbadugu40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Vksuryad,40,Vksuryad40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Vrajadh,40,Vrajadh40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
Yrathor,40,Yrathor40,1,0,1,0,0,0,0,0,0,0,51,1,1,1,1,1
