control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,indiv_group2,group_recheck
Anordquist,515,Anordquist515,1,63,30,756.1666667,2954.333333,3,1,23,0,1,0,11,1,-1,-1,-1
CindyLi2016,515,CindyLi2016515,1,64,21,617.047619,265.5,2,2,9,0,2,0,11,1,-1,-1,-1
Dmeyer314,515,Dmeyer314515,1,64,17,716.0588235,676.5,2,1,12,0,2,0,11,1,-1,-1,-1
Efazzari,515,Efazzari515,1,63,49,438.2653061,953.4285714,7,3,36,1,1,0,11,1,-1,-1,-1
Jessicook,515,Jessicook515,1,63,28,816,1905.625,8,3,15,0,1,0,11,1,-1,-1,-1
Mpotes12,515,Mpotes12515,1,62,42,482.047619,555.2727273,22,3,14,0,1,0,11,1,-1,-1,-1
Nathanucla,515,Nathanucla515,1,64,32,644.90625,1169.363636,11,7,11,1,1,0,11,1,-1,-1,-1
Sprisacaru,515,Sprisacaru515,1,64,23,303.826087,1204,4,1,12,5,2,0,11,1,-1,-1,-1
Sven625,515,Sven625515,1,65,29,485.6551724,722.2,10,2,14,1,1,0,11,1,-1,-1,-1
ZhenC,515,ZhenC515,1,204,28,377.75,757.3333333,9,3,14,0,1,0,11,1,-1,-1,-1
Athunder,516,Athunder516,1,77,22,1030.363636,0,0,0,21,0,0,0,18,1,-1,-1,-1
Brettnachman,516,Brettnachman516,1,55,30,642,4491,2,1,22,0,1,0,18,1,-1,-1,-1
Brittanyota,516,Brittanyota516,1,56,29,1330.310345,3078.166667,6,0,18,2,1,0,18,1,-1,-1,-1
Brwagner3,516,Brwagner3516,1,0,2,73.5,0,0,0,2,0,0,0,18,1,-1,-1,-1
Chelsea Blackburn Cohen,516,Chelsea Blackburn Cohen516,1,58,45,-100.9333333,-143.4054054,37,1,4,0,2,0,18,1,-1,-1,-1
Chismom,516,Chismom516,1,0,3,59.66666667,0,0,0,2,0,0,0,18,1,-1,-1,-1
Clee375,516,Clee375516,1,595,24,382.4583333,876.8,5,1,16,0,1,0,18,1,-1,-1,-1
Dcorral4,516,Dcorral4516,1,59,23,588.6956522,2191.666667,3,1,15,0,1,0,18,1,-1,-1,-1
Ebruecker,516,Ebruecker516,1,0,3,60.33333333,0,0,0,2,0,0,0,18,1,-1,-1,-1
Elliebruecker,516,Elliebruecker516,1,46,7,1091.714286,0,0,0,7,0,0,0,18,1,-1,-1,-1
Helenbehr,516,Helenbehr516,1,435,50,632.46,3019.4,5,0,42,0,1,0,18,1,-1,-1,-1
Jacademician,516,Jacademician516,1,43,5,33.6,0,0,2,2,0,0,0,18,1,-1,-1,-1
Llhansons,516,Llhansons516,1,43,23,243.5652174,0,0,1,20,0,0,0,18,1,-1,-1,-1
Lynnlindahl,516,Lynnlindahl516,1,0,1,0,0,0,0,0,0,0,0,18,1,-1,-1,-1
Rodriguezesc,516,Rodriguezesc516,1,594,27,352.7777778,4167,1,8,9,0,1,0,18,1,-1,-1,-1
Roger60419,516,Roger60419516,1,56,14,1376.357143,4353,2,2,8,0,1,0,18,1,-1,-1,-1
Switte,516,Switte516,1,61,11,509.7272727,1304.5,2,1,4,0,1,0,18,1,-1,-1,-1
Trawat,516,Trawat516,1,643,41,176.6341463,816.1428571,7,1,28,0,2,0,18,1,-1,-1,-1
Witte14,516,Witte14516,1,56,18,272.5,0,0,2,12,1,0,0,18,1,-1,-1,-1
Alejandraaortegaa,520,Alejandraaortegaa520,1,7,8,289.875,428.6,5,0,2,0,1,0,25,1,-1,-1,1
Allison.collins1717,520,Allison.collins1717520,1,1,3,637.3333333,637.3333333,3,0,0,0,1,0,25,1,-1,-1,-1
Annelissacollins95,520,Annelissacollins95520,1,11,8,242.75,338,5,0,3,0,4,0,25,1,-1,-1,1
Ashley Martin1,520,Ashley Martin1520,1,6,5,669.2,669.2,5,0,0,0,1,0,25,1,-1,-1,-1
Cgcatechis,520,Cgcatechis520,1,7,6,516,542.4,5,0,1,0,3,0,25,1,-1,-1,1
Claire Poole,520,Claire Poole520,1,5,14,488.1428571,3349,1,0,12,0,1,0,25,1,-1,-1,1
Emilio4chavez,520,Emilio4chavez520,1,7,10,363.6,489.4285714,7,0,2,0,5,0,25,1,-1,-1,1
Estheriskim,520,Estheriskim520,1,7,8,424.25,543.3333333,6,0,2,0,3,0,25,1,-1,-1,-1
GavinXIE,520,GavinXIE520,1,6,3,956.3333333,956.3333333,3,0,0,0,2,0,25,1,-1,-1,-1
Hannah Cruzan,520,Hannah Cruzan520,1,0,4,88.25,0,0,0,3,0,0,0,25,1,-1,-1,-1
HannahCuzan1,520,HannahCuzan1520,1,5,3,57,0,0,0,2,0,0,0,25,1,-1,-1,-1
Hayden swearengin,520,Hayden swearengin520,1,7,4,544.5,2002,1,0,2,0,1,0,25,1,-1,-1,1
Jasminepadro,520,Jasminepadro520,1,7,5,752.4,1209.333333,3,0,2,0,1,0,25,1,-1,-1,1
Joel Petersen,520,Joel Petersen520,1,7,2,2952,2879,1,0,1,0,1,0,25,1,-1,-1,-1
Kaleigh Keyes,520,Kaleigh Keyes520,1,6,6,704.5,1186.666667,3,0,3,0,1,0,25,1,-1,-1,1
Kaylonwalton,520,Kaylonwalton520,1,7,10,351.8,669.4,5,0,4,0,3,0,25,1,-1,-1,-1
Marissa Murdock,520,Marissa Murdock520,1,7,4,1032.25,3912,1,0,2,0,1,0,25,1,-1,-1,1
Matt.theWhite,520,Matt.theWhite520,1,7,18,249.2777778,310.3636364,11,0,6,0,6,0,25,1,-1,-1,1
Michaela digilio,520,Michaela digilio520,1,6,10,498.1,638.6666667,6,0,3,0,2,0,25,1,-1,-1,1
Oscarmiranda10,520,Oscarmiranda10520,1,7,10,435.6,554.5,6,0,3,0,3,0,25,1,-1,-1,1
Oscarmiranda1022,520,Oscarmiranda1022520,1,0,1,0,0,0,0,0,0,0,0,25,1,-1,-1,-1
PaulFromTheRiver,520,PaulFromTheRiver520,1,7,13,168.7692308,354.6,5,2,3,0,1,0,25,1,-1,-1,-1
Sarah brannen,520,Sarah brannen520,1,7,6,634.3333333,918,4,0,2,0,4,0,25,1,-1,-1,1
Tailor Belcher,520,Tailor Belcher520,1,6,5,611.8,2848,1,0,3,0,1,0,25,1,-1,-1,-1
Willmurff,520,Willmurff520,1,14,8,1347.125,2235.25,4,0,3,0,3,0,25,1,-1,-1,1
Bryalis,522,Bryalis522,1,9,13,243.9230769,31,2,3,5,3,1,0,17,1,-1,-1,1
Davidrich,522,Davidrich522,1,9,36,22.11111111,-14.30769231,13,6,14,1,1,0,17,1,-1,-1,1
DylanEvangelista,522,DylanEvangelista522,1,9,8,129.625,172.75,4,2,2,0,1,0,17,1,-1,-1,1
Emilyworpek,522,Emilyworpek522,1,7,6,108.5,15,2,1,2,0,1,0,17,1,-1,-1,1
Ericdeonarine,522,Ericdeonarine522,1,13,2,234.5,192,1,1,0,0,1,0,17,1,-1,-1,1
Erikalugo1,522,Erikalugo1522,1,9,9,290.8888889,382,2,2,4,0,1,0,17,1,-1,-1,1
Eserr1,522,Eserr1522,1,9,10,202.3,153,2,2,5,0,2,0,17,1,-1,-1,1
Hayleywilhelm,522,Hayleywilhelm522,1,9,14,134,155.6666667,3,1,6,3,1,0,17,1,-1,-1,1
Jgentillo,522,Jgentillo522,1,9,1,160,160,1,0,0,0,1,0,17,1,-1,-1,1
Jswen1,522,Jswen1522,1,9,12,73.33333333,27.25,4,5,2,0,3,0,17,1,-1,-1,1
Marisacaramiello,522,Marisacaramiello522,1,9,22,95.31818182,107,6,2,10,3,1,0,17,1,-1,-1,-1
Michaelazaffino13,522,Michaelazaffino13522,1,9,15,-29.53333333,-489.25,4,1,4,5,1,0,17,1,-1,-1,1
Morganmachado,522,Morganmachado522,1,9,16,107.875,42.5,4,2,7,3,1,0,17,1,-1,-1,1
Nicoleritsick22,522,Nicoleritsick22522,1,13,10,309,151.6666667,3,3,1,2,2,0,17,1,-1,-1,1
Oeparker1,522,Oeparker1522,1,503,48,103.25,6.615384615,13,13,15,4,10,0,17,1,-1,-1,1
Rpeters1,522,Rpeters1522,1,9,8,239.375,353,2,1,2,1,1,0,17,1,-1,-1,1
Tmerc2,522,Tmerc2522,1,10,12,68.91666667,62,4,1,6,0,1,0,17,1,-1,-1,1
Afeliciano95,524,Afeliciano95524,1,58,10,566.5,80.66666667,3,1,4,1,1,0,24,1,-1,-1,-1
AGSPianoMan,524,AGSPianoMan524,1,62,30,151,174,3,2,20,3,1,0,24,1,-1,-1,-1
Chrisray1110,524,Chrisray1110524,1,57,26,365.9230769,1456.5,2,2,20,1,2,0,24,1,-1,-1,-1
Dana00022,524,Dana00022524,1,58,48,153.7708333,0,0,1,45,2,0,0,24,1,-1,-1,-1
DrakeKinney,524,DrakeKinney524,1,7,5,164.8,0,0,0,3,1,0,0,24,1,-1,-1,-1
Englishkid2,524,Englishkid2524,1,54,10,582.2,0,0,3,1,3,0,0,24,1,-1,-1,-1
Gsauer15,524,Gsauer15524,1,58,11,162.7272727,118,2,2,5,1,1,0,24,1,-1,-1,-1
Illuminati81,524,Illuminati81524,1,57,7,803.4285714,1955,1,2,2,2,1,0,24,1,-1,-1,-1
Jjn24,524,Jjn24524,1,58,25,797.88,886.4285714,14,2,6,1,1,0,24,1,-1,-1,-1
KidClutch26,524,KidClutch26524,1,58,27,348.8888889,195.6,15,1,4,7,1,0,24,1,-1,-1,-1
KTB123COD,524,KTB123COD524,1,58,51,128.9607843,220.5384615,13,1,32,2,1,0,24,1,-1,-1,-1
Lealila,524,Lealila524,1,58,15,278.1333333,0,0,1,12,1,0,0,24,1,-1,-1,-1
Mariaquijano,524,Mariaquijano524,1,58,9,372.6666667,0,0,1,6,2,0,0,24,1,-1,-1,-1
Melaniemin,524,Melaniemin524,1,58,15,717.1333333,0,0,2,10,1,0,0,24,1,-1,-1,-1
Misscocoabutter1206,524,Misscocoabutter1206524,1,58,3,650,1528,1,0,1,1,1,0,24,1,-1,-1,-1
Nrosas04,524,Nrosas04524,1,58,35,290.8571429,270,1,2,23,5,1,0,24,1,-1,-1,-1
ProfTAH,524,ProfTAH524,1,1315,66,705.2878788,0,0,0,61,4,0,0,24,1,-1,-1,1
Repmich,524,Repmich524,1,58,15,227.4,0,2,2,9,1,1,0,24,1,-1,-1,-1
Salsa0411,524,Salsa0411524,1,58,13,358.0769231,0,0,4,7,1,0,0,24,1,-1,-1,-1
Sgjo23,524,Sgjo23524,1,57,10,295.7,400,1,1,4,3,1,0,24,1,-1,-1,-1
ThisGuy2496,524,ThisGuy2496524,1,14,3,164.3333333,0,0,1,1,1,0,0,24,1,-1,-1,-1
Tman567890,524,Tman567890524,1,33,8,1112.5,0,0,2,4,1,0,0,24,1,-1,-1,-1
Toewzer19,524,Toewzer19524,1,58,10,283.7,231,2,0,7,1,2,0,24,1,-1,-1,-1
Trojanhorse89,524,Trojanhorse89524,1,58,35,265.3714286,385.1666667,12,5,15,2,3,0,24,1,-1,-1,-1
Zcalderon18,524,Zcalderon18524,1,58,4,180.75,268,1,1,1,1,1,0,24,1,-1,-1,-1
EvoDevoFall,527,EvoDevoFall527,1,0,3,56.66666667,0,0,0,2,0,0,0,9,1,-1,-1,-1
Fizurie,527,Fizurie527,1,0,3,55.66666667,0,0,0,2,0,0,0,9,1,-1,-1,-1
Ivysandquist,527,Ivysandquist527,1,73,59,452.2542373,6208.5,2,0,55,1,1,0,9,1,-1,-1,-1
JohnSPark,527,JohnSPark527,1,65,21,664.8571429,849.9375,16,1,2,0,2,0,9,1,-1,-1,1
Joycesalu,527,Joycesalu527,1,73,12,113.25,83.14285714,7,0,2,1,3,0,9,1,-1,-1,-1
Locution Surgeon,527,Locution Surgeon527,1,432,1,-142,-142,1,0,0,0,1,0,9,1,-1,-1,-1
Loosemilk,527,Loosemilk527,1,764,16,279.875,27,1,0,13,0,1,0,9,1,-1,-1,-1
Lutherwalls,527,Lutherwalls527,1,0,3,56.66666667,0,0,0,2,0,0,0,9,1,-1,-1,-1
Papermoth,527,Papermoth527,1,425,7,2715.285714,864.3333333,3,1,2,0,2,0,9,1,-1,-1,1
SO2015,527,SO2015527,1,1058,1,0,0,0,0,0,0,0,0,9,1,-1,-1,-1
Orgoflow,528,Orgoflow528,1,14,22,452.8181818,502,2,3,11,3,1,0,2,1,-1,-1,-1
Sbsimko93,528,Sbsimko93528,1,29,10,130.6,257,1,0,6,3,1,0,2,1,-1,-1,-1
1Canelak,529,1Canelak529,1,46,10,224.6,0,0,2,4,3,0,0,121,1,-1,-1,-1
2009mgrant,529,2009mgrant529,1,3,3,66.33333333,0,0,0,2,0,0,0,121,1,-1,-1,-1
Aaron.Shukert,529,Aaron.Shukert529,1,46,10,110.4,0,0,1,5,3,0,0,121,1,-1,-1,-1
Abbyrippley,529,Abbyrippley529,1,71,8,579,0,0,0,6,1,0,0,121,1,-1,-1,-1
Adoneyase,529,Adoneyase529,1,46,8,10.875,0,0,0,2,5,0,0,121,1,-1,-1,-1
Adstearn,529,Adstearn529,1,94,4,283.75,0,0,1,2,0,0,0,121,1,-1,-1,-1
Ahmedz12z,529,Ahmedz12z529,1,93,18,559.5555556,672.5,2,2,12,0,1,0,121,1,-1,-1,-1
Alaura Hopper,529,Alaura Hopper529,1,99,25,167.76,0,0,1,20,3,0,0,121,1,-1,-1,-1
Alecpoorman,529,Alecpoorman529,1,98,7,611.4285714,1170.666667,3,0,2,1,1,0,121,1,-1,-1,1
Alexandria Maupin,529,Alexandria Maupin529,1,92,35,135.7142857,135,30,1,2,1,1,0,121,1,-1,-1,1
Alligoldm,529,Alligoldm529,1,45,5,212,0,0,0,3,1,0,0,121,1,-1,-1,-1
Allysa Mota,529,Allysa Mota529,1,72,11,163.3636364,181.5,2,0,4,4,1,0,121,1,-1,-1,1
Allysa_Mota,529,Allysa_Mota529,1,72,11,163.3636364,181.5,2,0,4,4,1,0,121,1,-1,-1,1
Alondra Soto Medina,529,Alondra Soto Medina529,1,100,18,168.2777778,0,0,0,14,3,0,0,121,1,-1,-1,-1
Alukton,529,Alukton529,1,73,9,217.3333333,286,5,0,2,1,1,0,121,1,-1,-1,1
Arberne,529,Arberne529,1,70,7,375,0,0,0,0,7,0,0,121,1,-1,-1,-1
Autumncook,529,Autumncook529,1,72,12,138.5833333,0,0,0,9,2,0,0,121,1,-1,-1,-1
Baileygonzales,529,Baileygonzales529,1,74,26,150.0769231,159.8333333,12,0,7,6,2,0,121,1,-1,-1,1
Basmaek,529,Basmaek529,1,93,14,318.4285714,0,0,1,12,1,0,0,121,1,-1,-1,-1
Bayleelakey,529,Bayleelakey529,1,94,50,246.32,0,0,0,37,13,0,0,121,1,-1,-1,-1
BillyHeck70,529,BillyHeck70529,1,94,12,165.1666667,0,0,0,6,5,0,0,121,1,-1,-1,-1
Bmwilli,529,Bmwilli529,1,73,8,111.25,0,0,0,4,3,0,0,121,1,-1,-1,-1
Burrissl,529,Burrissl529,1,73,14,-10.57142857,0,0,0,14,0,0,0,121,1,-1,-1,-1
Casey Kekiwi,529,Casey Kekiwi529,1,74,21,216.4285714,0,0,0,16,4,0,0,121,1,-1,-1,-1
Cgockler,529,Cgockler529,1,74,16,219.8125,141.4166667,12,1,1,1,1,0,121,1,-1,-1,1
ChrispyBiscuit,529,ChrispyBiscuit529,1,72,28,102.1071429,70.66666667,12,0,12,3,1,0,121,1,-1,-1,1
Chukwuzulum Nwizu,529,Chukwuzulum Nwizu529,1,72,12,417.5833333,0,0,0,10,1,0,0,121,1,-1,-1,-1
Colin McGettigan,529,Colin McGettigan529,1,72,13,295.4615385,0,0,0,8,4,0,0,121,1,-1,-1,-1
Crhogue3,529,Crhogue3529,1,71,9,221.5555556,215.3333333,6,0,1,1,1,0,121,1,-1,-1,1
Csm13,529,Csm13529,1,92,3,363,0,0,0,0,3,0,0,121,1,-1,-1,-1
CturnerSOC,529,CturnerSOC529,1,46,4,250.5,0,0,1,2,0,0,0,121,1,-1,-1,-1
Cydmartin13,529,Cydmartin13529,1,74,13,205.2307692,0,0,0,9,3,0,0,121,1,-1,-1,-1
Czimm44,529,Czimm44529,1,45,3,415.6666667,525,1,0,0,2,1,0,121,1,-1,-1,-1
Dguillaume1215,529,Dguillaume1215529,1,74,24,276.4166667,371.7333333,15,0,6,2,1,0,121,1,-1,-1,1
Diego Espinoza 27,529,Diego Espinoza 27529,1,44,26,182.5384615,0,0,0,20,5,0,0,121,1,-1,-1,-1
Edonharl,529,Edonharl529,1,94,23,117.9130435,91.92857143,14,0,2,6,1,0,121,1,-1,-1,1
Emilygaddie,529,Emilygaddie529,1,46,1,1846,0,0,1,0,0,0,0,121,1,-1,-1,-1
Emmabyington,529,Emmabyington529,1,92,8,175.875,175.875,8,0,0,0,1,0,121,1,-1,-1,1
Eric Alford,529,Eric Alford529,1,71,3,656.3333333,656.3333333,3,0,0,0,1,0,121,1,-1,-1,1
Fares alotaibi,529,Fares alotaibi529,1,71,25,210.76,0,0,2,18,4,0,0,121,1,-1,-1,-1
Gabair18,529,Gabair18529,1,72,16,194.375,0,0,1,12,2,0,0,121,1,-1,-1,-1
Hanareeser,529,Hanareeser529,1,72,5,103.6,0,0,0,4,0,0,0,121,1,-1,-1,-1
Hannahhendricksen,529,Hannahhendricksen529,1,93,17,493.6470588,0,0,2,14,1,0,0,121,1,-1,-1,-1
Harstev28,529,Harstev28529,1,71,9,513.5555556,0,0,0,7,1,0,0,121,1,-1,-1,-1
Hbroeder19,529,Hbroeder19529,1,65,14,170.5714286,302,4,0,6,3,1,0,121,1,-1,-1,1
Hlcummins,529,Hlcummins529,1,46,4,256.25,0,0,1,2,0,0,0,121,1,-1,-1,-1
Jeongseok victor Lee,529,Jeongseok victor Lee529,1,94,50,82.32,43.69047619,42,0,4,3,1,0,121,1,-1,-1,1
Jiggyiggysoc,529,Jiggyiggysoc529,1,96,20,404.8,0,0,1,14,3,0,0,121,1,-1,-1,-1
Jjkoop,529,Jjkoop529,1,92,30,207.6,259.875,16,1,4,9,1,0,121,1,-1,-1,1
Jnnfrsun,529,Jnnfrsun529,1,73,45,153.9777778,145,42,1,0,1,1,0,121,1,-1,-1,1
Juliascololan,529,Juliascololan529,1,52,10,1144.4,1590.5,6,0,4,0,1,0,121,1,-1,-1,1
Julijones1,529,Julijones1529,1,72,15,211.7333333,0,0,1,10,3,0,0,121,1,-1,-1,-1
Junzhecai,529,Junzhecai529,1,100,10,87.8,0,0,0,7,2,0,0,121,1,-1,-1,-1
Kaiyag,529,Kaiyag529,1,71,12,298.4166667,0,0,0,8,3,0,0,121,1,-1,-1,-1
KassondraWalker,529,KassondraWalker529,1,51,3,302.6666667,0,0,0,0,1,0,0,121,1,-1,-1,-1
KaylaPorter,529,KaylaPorter529,1,73,5,57.4,0,0,0,4,0,0,0,121,1,-1,-1,-1
Kaylieschranz,529,Kaylieschranz529,1,2,10,119.2,0,0,0,6,3,0,0,121,1,-1,-1,-1
Kdhazel,529,Kdhazel529,1,71,7,258.1428571,4.666666667,3,0,0,4,1,0,121,1,-1,-1,-1
KeLiao,529,KeLiao529,1,72,4,244.25,0,0,0,3,1,0,0,121,1,-1,-1,-1
KendrickLorSoc205,529,KendrickLorSoc205529,1,72,10,356.9,0,0,1,5,2,0,0,121,1,-1,-1,-1
Kennac,529,Kennac529,1,46,4,301.25,0,0,1,2,0,0,0,121,1,-1,-1,-1
Kgbishop,529,Kgbishop529,1,72,9,198.3333333,264.6666667,6,0,2,0,1,0,121,1,-1,-1,1
Kgoren,529,Kgoren529,1,46,4,296.5,0,0,0,2,1,0,0,121,1,-1,-1,-1
Klinen15,529,Klinen15529,1,92,42,156.952381,126.4864865,37,5,0,0,2,0,121,1,-1,-1,1
Kmcruz3,529,Kmcruz3529,1,72,7,218.5714286,356.3333333,3,0,1,2,1,0,121,1,-1,-1,1
Laurenet,529,Laurenet529,1,74,3,465.6666667,465.6666667,3,0,0,0,1,0,121,1,-1,-1,1
Lcgriff,529,Lcgriff529,1,100,6,325.6666667,482.3333333,3,1,1,0,1,0,121,1,-1,-1,1
Leepat998,529,Leepat998529,1,93,19,38.36842105,-6.583333333,12,0,5,1,1,0,121,1,-1,-1,1
LexiKincaid,529,LexiKincaid529,1,93,31,159.1290323,131.8695652,23,1,2,5,2,0,121,1,-1,-1,1
Lgraff95,529,Lgraff95529,1,72,9,520.8888889,520.8888889,9,0,0,0,1,0,121,1,-1,-1,1
Liam Hughes,529,Liam Hughes529,1,46,12,600,0,0,0,9,2,0,0,121,1,-1,-1,-1
Lindsayt30,529,Lindsayt30529,1,46,11,247.3636364,248,1,10,0,0,1,0,121,1,-1,-1,-1
Livcole17,529,Livcole17529,1,98,5,96.8,106.3333333,3,0,1,0,1,0,121,1,-1,-1,1
Ljlopez,529,Ljlopez529,1,72,7,260.8571429,381.6666667,3,1,2,0,1,0,121,1,-1,-1,1
Lmerko,529,Lmerko529,1,46,8,282,0,0,0,4,4,0,0,121,1,-1,-1,-1
Marissa Mckeague,529,Marissa Mckeague529,1,2,3,68.33333333,0,0,0,2,0,0,0,121,1,-1,-1,-1
MarkCiurczak,529,MarkCiurczak529,1,74,5,301.2,0,0,0,3,1,0,0,121,1,-1,-1,-1
Melissa6,529,Melissa6529,1,46,9,179.7777778,0,0,1,4,3,0,0,121,1,-1,-1,-1
Melyssaeve,529,Melyssaeve529,1,71,20,314.35,363,1,1,13,4,1,0,121,1,-1,-1,-1
Merallsherif303,529,Merallsherif303529,1,2,3,68,0,0,0,2,0,0,0,121,1,-1,-1,-1
Miatocci,529,Miatocci529,1,93,6,228.5,235,5,1,0,0,1,0,121,1,-1,-1,1
Mikhailp0,529,Mikhailp0529,1,72,12,331.5,274,1,1,9,0,1,0,121,1,-1,-1,-1
Mkondrat11,529,Mkondrat11529,1,39,4,243.25,774,1,0,2,0,1,0,121,1,-1,-1,1
Mlarson4227,529,Mlarson4227529,1,74,4,163.5,0,0,0,3,0,0,0,121,1,-1,-1,-1
Mlconnor,529,Mlconnor529,1,71,10,208.8,364.2,5,0,4,0,1,0,121,1,-1,-1,1
Mmrkacek,529,Mmrkacek529,1,72,4,426.75,0,0,0,0,4,0,0,121,1,-1,-1,-1
Msherif303,529,Msherif303529,1,74,12,863.75,863.75,12,0,0,0,1,0,121,1,-1,-1,1
Msmahajan,529,Msmahajan529,1,74,5,302,0,0,0,3,1,0,0,121,1,-1,-1,-1
Msmith3950,529,Msmith3950529,1,70,8,214.25,369.25,4,0,3,0,1,0,121,1,-1,-1,1
Msoto9,529,Msoto9529,1,46,10,181.7,0,0,1,5,3,0,0,121,1,-1,-1,-1
Newmster8,529,Newmster8529,1,102,20,163.4,0,0,1,17,1,0,0,121,1,-1,-1,-1
Olivia Martin,529,Olivia Martin529,1,46,4,262.75,0,0,0,1,2,0,0,121,1,-1,-1,-1
Oliviazamora,529,Oliviazamora529,1,94,25,153.6,161.5333333,15,0,5,4,1,0,121,1,-1,-1,1
Panjunang,529,Panjunang529,1,0,3,66,0,0,0,2,0,0,0,121,1,-1,-1,-1
Parissmouse,529,Parissmouse529,1,73,19,111.5263158,85.86666667,15,0,0,4,1,0,121,1,-1,-1,1
RahmTahm,529,RahmTahm529,1,46,6,263.8333333,0,0,0,0,5,0,0,121,1,-1,-1,-1
Ripvikes,529,Ripvikes529,1,2,3,65.66666667,0,0,0,2,0,0,0,121,1,-1,-1,-1
Rofoote,529,Rofoote529,1,43,5,466.6,276.25,4,0,0,1,1,0,121,1,-1,-1,1
RSayles,529,RSayles529,1,67,5,1022,0,0,0,4,1,0,0,121,1,-1,-1,-1
Sach362,529,Sach362529,1,71,6,277.6666667,0,0,0,5,1,0,0,121,1,-1,-1,-1
Samham1997,529,Samham1997529,1,94,20,337.05,468,1,0,18,1,1,0,121,1,-1,-1,1
Samicus,529,Samicus529,1,72,10,25.7,-470.5,2,0,4,4,1,0,121,1,-1,-1,1
Shaburke,529,Shaburke529,1,98,12,66.83333333,0,0,0,11,0,0,0,121,1,-1,-1,-1
Shelbeyk1,529,Shelbeyk1529,1,72,15,155.2666667,291,4,0,7,3,1,0,121,1,-1,-1,1
Shelbyer,529,Shelbyer529,1,98,30,177.8666667,0,0,0,22,7,0,0,121,1,-1,-1,-1
Siena.c.schroeder,529,Siena.c.schroeder529,1,74,37,638.5405405,0,0,1,32,3,0,0,121,1,-1,-1,-1
Silenceeeeee,529,Silenceeeeee529,1,71,5,148.2,62,2,0,1,2,1,0,121,1,-1,-1,1
SothearySeng,529,SothearySeng529,1,71,14,209.5714286,168.2222222,9,0,1,4,1,0,121,1,-1,-1,1
Steph.legault,529,Steph.legault529,1,70,5,970.4,0,0,0,3,2,0,0,121,1,-1,-1,-1
Tannerschwindt,529,Tannerschwindt529,1,49,3,179,0,0,1,2,0,0,0,121,1,-1,-1,-1
Tanveerbhatia,529,Tanveerbhatia529,1,38,4,443,1570,1,0,2,0,1,0,121,1,-1,-1,1
Tayjade2798,529,Tayjade2798529,1,44,26,307.9615385,0,0,1,25,0,0,0,121,1,-1,-1,-1
Taylor Meeker,529,Taylor Meeker529,1,74,8,130.125,465,2,0,5,0,1,0,121,1,-1,-1,1
Thofmann02,529,Thofmann02529,1,94,15,369.4666667,0,0,0,13,1,0,0,121,1,-1,-1,-1
Trevormcky,529,Trevormcky529,1,1,6,136,0,0,0,3,2,0,0,121,1,-1,-1,-1
Wailanac,529,Wailanac529,1,74,9,272,0,0,0,9,0,0,0,121,1,-1,-1,-1
WalkInCloset,529,WalkInCloset529,1,780,32,307.59375,227.3461538,26,0,4,1,1,0,121,1,-1,-1,1
Yesica1997,529,Yesica1997529,1,67,5,331.4,0,0,1,2,1,0,0,121,1,-1,-1,-1
Zcarlyon,529,Zcarlyon529,1,74,10,125.3,0,0,0,6,3,0,0,121,1,-1,-1,-1
ZhaneGilmore,529,ZhaneGilmore529,1,74,4,472.75,0,0,0,3,0,0,0,121,1,-1,-1,-1
Zoe Albrecht,529,Zoe Albrecht529,1,46,11,251.9090909,0,0,1,4,4,0,0,121,1,-1,-1,-1
DrAJones,532,DrAJones532,1,1,5,1203.8,0,0,0,4,0,0,0,1,1,-1,,-1
Abcurtis,533,Abcurtis533,1,43,17,596.7647059,269.3333333,3,1,11,0,1,0,18,1,-1,-1,-1
Aouligian,533,Aouligian533,1,44,11,713.1818182,3933,1,1,7,0,1,0,18,1,-1,-1,-1
Cgadwahmeaden,533,Cgadwahmeaden533,1,44,16,-39.125,-73.33333333,12,0,3,0,3,0,18,1,-1,-1,-1
Dakrahmer,533,Dakrahmer533,1,0,7,60.28571429,0,0,0,7,0,0,0,18,1,-1,-1,-1
Janim6,533,Janim6533,1,45,6,7098.833333,0,0,0,4,0,0,0,18,1,-1,-1,-1
Kjimenez25,533,Kjimenez25533,1,45,4,914,0,0,1,2,0,0,0,18,1,-1,-1,-1
Kjudicke,533,Kjudicke533,1,44,7,-509.8571429,-4005,1,1,3,0,1,0,18,1,-1,-1,-1
Lkettelberger,533,Lkettelberger533,1,44,10,550.7,1308.5,2,1,5,0,1,0,18,1,-1,-1,-1
Magwiki96,533,Magwiki96533,1,44,48,518.1458333,3289,3,3,40,0,1,0,18,1,-1,-1,-1
Mdirkers,533,Mdirkers533,1,47,9,107.5555556,106,3,2,3,0,1,0,18,1,-1,-1,-1
Msibold,533,Msibold533,1,45,17,154.1176471,27.66666667,6,0,10,0,1,0,18,1,-1,-1,1
Npiselli,533,Npiselli533,1,44,19,337.4736842,383.375,16,1,1,0,1,0,18,1,-1,-1,-1
Olivermoter,533,Olivermoter533,1,42,40,183.225,184.0645161,31,1,3,2,2,0,18,1,-1,-1,1
Rhuang1acolgate.edu,533,Rhuang1acolgate.edu533,1,191,16,-184.625,-574.8333333,6,1,5,0,1,0,18,1,-1,-1,-1
