control_wpid,courseID,uniqueID,return,return2,death,dayindex,score_diff,reach_out_stu,reach_out_wiki,reach_in_stu,reach_in_wiki,student_Outdegree,wiki_Outdegree,student_Indegree,wiki_Indegree,student_weighted_outdegree,wiki_weighted_outdegree,student_weighted_indegree,wiki_weighted_indegree,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,group_recheck
Csherlin14,196,Csherlin14196,0,0,1,56,0,1,0,0,1,1,0,0,1,1,0,0,1,43,194.6744186,214.3125,32,2,7,1,5,1,25,1,1,1
Csirabella,126,Csirabella126,0,0,1,98,0,3,0,1,1,0,0,1,1,0,0,1,1,109,317.6055046,225.2826087,46,4,44,3,1,1,12,1,1,-1
Csj02,55,Csj0255,0,0,1,10,0,0,0,0,2,0,0,0,2,0,0,0,2,17,1171.058824,0,0,2,10,0,0,1,125,1,1,1
Cskorm,246,Cskorm246,0,0,1,69,0,0,0,0,1,0,0,0,3,0,0,0,3,15,813.2666667,1354,1,1,9,0,1,0,42,1,-1,-1
Csm13,529,Csm13529,0,0,1,92,0,3,0,0,0,0,0,0,0,0,0,0,0,3,363,0,0,0,0,3,0,0,121,1,-1,-1
Csmalls99,289,Csmalls99289,0,0,1,80,0,0,0,2,0,0,0,0,2,0,0,0,2,12,591.0833333,1500.5,2,3,6,0,2,1,19,1,1,-1
Csmit150,292,Csmit150292,0,0,1,92,0,0,0,0,1,0,0,0,1,0,0,0,1,8,616.125,1112,2,0,4,0,1,1,19,1,1,1
Csobek,445,Csobek445,0,0,1,22,4.102,0,0,0,1,0,0,0,1,0,0,0,1,14,177,446.3333333,3,0,7,3,1,1,22,1,1,1
Csruiz2,81,Csruiz281,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,90,1,-1,-1
Cstauch1,754,Cstauch1754,0,0,1,95,0,1,0,0,2,1,0,0,2,1,0,0,2,31,309.0967742,535.6666667,9,12,7,1,2,1,16,1,1,1
Cstevens2,666,Cstevens2666,0,0,1,77,-0.057,0,0,0,5,0,0,0,3,0,0,0,5,41,633.7073171,279.88,25,3,8,5,4,1,9,1,1,1
Cstran,601,Cstran601,0,0,1,87,0.327,6,0,2,2,4,0,1,2,6,0,2,2,27,273.1851852,1150,2,2,15,6,1,0,31,1,-1,-1
Csueb2019,273,Csueb2019273,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,1,-1,-1
Csueblitasf,551,Csueblitasf551,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,71,0,0,0,2,0,0,0,26,1,-1,-1
CSUFARR,197,CSUFARR197,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0,2,12,97.5,0,0,0,6,5,0,0,20,1,-1,-1
Csulli25,250,Csulli25250,0,0,1,82,1.089,1,0,0,1,1,0,0,1,2,0,0,1,69,873.2318841,6913.5,2,3,60,2,2,0,64,1,-1,-1
Csum86842,433,Csum86842433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,1,1,1
Ct.lehman,109,Ct.lehman109,0,0,1,81,0.31,0,0,0,2,0,0,0,2,0,0,0,2,8,889,4836,1,0,4,2,1,1,298,1,1,-1
Ctan9,476,Ctan9476,0,0,1,47,0.495,0,0,0,1,0,0,0,1,0,0,0,1,98,315.4489796,8.842105263,57,24,13,3,1,1,17,1,1,1
Ctanne4,633,Ctanne4633,0,0,1,98,0,1,0,4,1,0,0,2,1,0,0,3,1,57,119.7192982,1345.333333,3,1,51,1,1,0,7,1,-1,1
CTaylor0911,389,CTaylor0911389,0,0,1,19,0,0,0,0,1,0,0,0,1,0,0,0,1,8,63.75,0,0,0,6,0,0,0,45,1,-1,-1
Ctbaum,720,Ctbaum720,0,0,1,12,0,0,0,0,1,0,0,0,3,0,0,0,3,3,53.66666667,0,0,0,2,0,0,0,136,1,-1,-1
Cthoendel,710,Cthoendel710,0,0,1,45,0.046,0,0,0,1,0,0,0,1,0,0,0,1,13,440.2307692,1404.5,2,3,4,3,2,1,20,1,1,1
CTKK,109,CTKK109,0,0,1,45,0,0,0,0,1,0,0,0,1,0,0,0,1,3,51.66666667,0,0,0,2,0,0,1,298,1,1,1
Ctpen15,140,Ctpen15140,0,0,1,120,0,3,2,4,5,2,1,2,3,3,2,4,5,53,321.8301887,181.0731707,41,2,4,5,5,1,28,1,1,1
Ctran24,269,Ctran24269,0,0,1,90,0.174,0,0,0,1,0,0,0,1,0,0,0,1,46,351.7391304,384.8461538,13,12,10,3,5,0,18,1,-1,-1
Ctsaifan,365,Ctsaifan365,0,0,1,99,0,0,0,0,1,0,0,0,1,0,0,0,1,33,316.1212121,613,1,0,32,0,1,0,10,1,-1,-1
CturnerSOC,529,CturnerSOC529,0,0,1,46,0,0,0,0,1,0,0,0,1,0,0,0,1,4,250.5,0,0,1,2,0,0,0,121,1,-1,-1
Ctwood7806,423,Ctwood7806423,0,0,1,91,0,0,0,0,1,0,0,0,1,0,0,0,1,13,390.1538462,1301.333333,3,0,6,3,1,0,16,1,-1,-1
Cubfan29,504,Cubfan29504,0,0,1,484,0,18,0,1,0,28,0,1,0,31,0,1,0,26,584.3076923,0,0,0,5,18,0,0,20,1,-1,-1
Cucamber,73,Cucamber73,0,0,1,482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,1,-1,-1
Cue95,297,Cue95297,1,1,1,184,0,0,0,0,2,0,0,0,2,0,0,0,2,77,196.3636364,255.04,50,1,20,2,3,0,45,1,-1,1
Cue95,688,Cue95688,1,0,1,53,0,0,0,0,2,0,0,0,2,0,0,0,2,64,237.65625,340.3529412,34,11,11,3,3,0,45,1,-1,1
Cuin283,496,Cuin283496,0,0,1,35,0.133,0,0,0,1,0,0,0,1,0,0,0,1,20,159.75,2701,1,8,2,0,1,0,36,1,-1,-1
CulturaSTM,749,CulturaSTM749,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,15,1,1,1
CumulonimbusCat,297,CumulonimbusCat297,0,0,1,43,1.848,1,0,0,1,1,0,0,1,1,0,0,1,32,581.375,837.4,15,3,9,1,3,0,45,1,-1,1
Cupa96,189,Cupa96189,0,0,1,39,0,0,0,0,1,0,0,0,1,0,0,0,1,30,848.5333333,2692.6,5,0,24,0,2,0,24,1,-1,1
Curlymexicanjew,149,Curlymexicanjew149,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,57,520.122807,0,0,0,30,26,0,0,26,1,-1,-1
Curtiswarren49x,384,Curtiswarren49x384,0,0,1,24,0.126,0,0,5,1,0,0,2,1,0,0,2,1,21,197.7619048,271.2,5,5,4,2,2,1,36,1,1,1
Cutegirl95,582,Cutegirl95582,0,0,1,15,2.004,0,0,0,0,0,0,0,0,0,0,0,0,7,912,2611,1,0,6,0,1,1,40,1,1,1
Cuteguineapig,680,Cuteguineapig680,0,0,1,32,0,0,0,0,1,0,0,0,1,0,0,0,1,16,204.5,0,0,2,5,7,0,1,70,1,1,1
CuteTpah2T,284,CuteTpah2T284,0,0,1,50,0.779,0,0,0,1,0,0,0,1,0,0,0,1,30,211.0333333,867.75,4,7,5,2,3,1,27,1,1,1
Cvah,163,Cvah163,0,0,1,59,-0.04,0,0,0,1,0,0,0,1,0,0,0,1,7,540,3131,1,0,4,0,1,0,13,1,-1,-1
Cvanzino,280,Cvanzino280,0,0,1,105,1.195,0,0,0,1,0,0,0,1,0,0,0,1,15,274.1333333,376.6,10,1,2,0,1,0,67,1,-1,-1
Cvarak21,448,Cvarak21448,0,0,1,105,0,0,0,0,1,0,0,0,3,0,0,0,3,8,514.875,1953,2,0,5,0,1,0,12,1,-1,-1
Cvaughan1,287,Cvaughan1287,0,0,1,109,1.613,0,2,0,2,0,1,0,2,0,2,0,2,8,480.75,-34,1,0,3,2,1,0,36,1,-1,-1
Cvesboon,602,Cvesboon602,0,0,1,59,0.181,0,0,0,1,0,0,0,1,0,0,0,1,12,409.1666667,863.6666667,3,0,6,0,3,0,19,1,-1,-1
Cvquinteroo,271,Cvquinteroo271,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,24,1,-1,-1
Cvu28,55,Cvu2855,0,0,1,9,0,0,0,1,1,0,0,1,1,0,0,1,1,13,61.46153846,0,0,2,8,0,0,1,125,1,1,1
Cwagle,704,Cwagle704,0,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,1,1,1
CWalker,550,CWalker550,0,0,1,21,0.023,0,0,0,1,0,0,0,1,0,0,0,1,5,230.6,72,1,1,2,0,1,0,18,1,-1,-1
Cwallen87,391,Cwallen87391,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,72,474.6388889,535.9672131,61,0,9,1,1,0,1,1,-1,-1
Cwalmsley94,461,Cwalmsley94461,0,0,1,380,-0.017,1,0,1,0,1,0,1,0,1,0,1,0,36,140.6944444,213.7368421,19,2,7,2,3,0,29,1,-1,1
Cwayne2,670,Cwayne2670,0,0,1,56,1.508,0,0,0,0,0,0,0,0,0,0,0,0,11,1468.909091,2199.714286,7,0,1,3,1,1,26,1,1,-1
Cwertman,367,Cwertman367,0,0,1,74,1.389,2,0,1,2,1,0,1,2,1,0,1,2,45,436.3333333,803.5,10,14,13,5,2,1,19,1,1,1
Cwg20,198,Cwg20198,0,0,1,99,0,2,0,2,1,2,0,1,1,2,0,1,1,35,327.0285714,1867,1,0,29,3,1,1,73,1,1,1
Cwhitehead1548,709,Cwhitehead1548709,0,0,1,77,0.19,0,0,0,1,0,0,0,1,0,0,0,1,14,763.3571429,2363.5,2,1,6,3,1,1,30,1,1,1
Cwhyte17,58,Cwhyte1758,0,0,1,83,0.103,0,0,0,1,0,0,0,1,0,0,0,1,8,271.625,400.8,5,0,2,0,1,0,16,1,-1,-1
Cwiebe01,449,Cwiebe01449,0,0,1,28,0,1,0,1,1,1,0,1,1,1,0,1,1,52,204.4807692,248.1052632,38,0,11,1,2,1,27,1,1,-1
Cwigmore909,530,Cwigmore909530,0,0,1,96,0.003,0,0,0,3,0,0,0,3,0,0,0,3,12,213.6666667,83,2,1,2,5,2,1,16,1,1,-1
Cwilliamson74,551,Cwilliamson74551,0,0,1,15,0,0,0,0,2,0,0,0,2,0,0,0,2,5,1290.8,0,0,0,4,0,0,0,26,1,-1,-1
Cwilsonbahun,487,Cwilsonbahun487,0,0,1,100,0,0,0,0,1,0,0,0,1,0,0,0,1,6,781.8333333,0,0,0,5,0,0,1,29,1,1,1
Cwinkels,634,Cwinkels634,0,0,1,113,0,0,0,0,2,0,0,0,4,0,0,0,4,35,880.2285714,1065.214286,28,1,2,3,5,1,145,1,1,-1
Cwjone03,84,Cwjone0384,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,614.5,0,0,3,1,0,0,1,25,1,1,1
Cwm24,13,Cwm2413,0,0,1,138,0,0,0,0,2,0,0,0,2,0,0,0,2,11,279.9090909,592.75,4,0,7,0,1,1,8,1,1,1
Cwooli1,88,Cwooli188,0,0,1,1180,0,0,0,0,1,0,0,0,1,0,0,0,1,43,313.7209302,241,7,3,20,13,3,1,63,1,1,-1
Cwpage,720,Cwpage720,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,6,76.33333333,0,0,0,4,0,0,0,136,1,-1,-1
Cwserran,84,Cwserran84,0,0,1,27,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1061,0,0,0,0,1,0,1,25,1,1,1
CWSstudent,17,CWSstudent17,0,0,1,51,-0.494,0,0,0,4,0,0,0,1,0,0,0,4,10,2402.1,2561.5,2,1,5,0,1,1,41,1,1,-1
Cxmorgan,708,Cxmorgan708,0,0,1,60,0.069,0,0,0,1,0,0,0,3,0,0,0,3,10,843.4,2638,3,1,4,1,1,0,21,1,-1,-1
Cxu223,410,Cxu223410,0,0,1,89,-0.059,0,0,0,2,0,0,0,2,0,0,0,2,55,156.0909091,3.4,10,0,40,4,4,0,25,1,-1,1
Cyahlee16,404,Cyahlee16404,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32.14285714,0,0,0,4,1,0,0,30,1,-1,-1
Cyb36,401,Cyb36401,0,0,1,99,-0.003,0,0,0,1,0,0,0,1,0,0,0,1,6,34.16666667,-2,2,0,3,0,2,0,29,1,-1,1
Cydmartin13,529,Cydmartin13529,0,0,1,74,0,0,0,0,1,0,0,0,1,0,0,0,1,13,205.2307692,0,0,0,9,3,0,0,121,1,-1,-1
Cynt8,264,Cynt8264,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,35,92.2,81.5,24,1,8,1,1,0,32,1,-1,-1
Cynthiacc84,366,Cynthiacc84366,0,0,1,22,0,0,0,0,7,0,0,0,3,0,0,0,7,8,736.125,1430.5,2,0,4,2,1,0,31,1,-1,-1
Cyrrona,363,Cyrrona363,0,0,1,70,-0.386,1,4,0,2,1,1,0,4,1,4,0,5,103,52.96116505,-176.6774194,31,32,21,9,5,1,14,1,1,1
Cz.schweyen,770,Cz.schweyen770,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,3,63,0,0,0,2,0,0,1,36,1,1,1
Czagore.4,435,Czagore.4435,0,0,1,104,0,1,0,0,0,1,0,0,0,1,0,0,0,19,169.1578947,652,2,2,6,6,1,1,26,1,1,1
Czeer,7,Czeer7,0,0,1,709,0,6,3,6,7,3,3,6,5,6,3,6,7,131,228.9465649,467.5625,48,5,57,14,27,0,20,1,-1,1
Czhan286,392,Czhan286392,0,0,1,788,0.089,0,0,0,1,0,0,0,1,0,0,0,1,10,511.8,-29,1,0,8,0,1,0,26,1,-1,1
Czimm44,529,Czimm44529,0,0,1,45,0.106,2,0,0,1,0,0,0,1,0,0,0,1,3,415.6666667,525,1,0,0,2,1,0,121,1,-1,-1
D Bunag 14,55,D Bunag 1455,0,0,1,6,0,0,0,0,3,0,0,0,3,0,0,0,3,12,187.5,0,0,2,5,0,0,1,125,1,1,1
D h200,24,D h20024,0,0,1,75,0.598,0,0,0,2,0,0,0,4,0,0,0,4,23,822.826087,1201.666667,6,1,12,3,1,1,32,1,1,1
D.A.H-M,600,D.A.H-M600,0,0,1,63,0,5,0,0,1,0,0,0,1,0,0,0,1,21,1398.380952,0,0,0,14,5,0,1,37,1,1,1
D.florent14,768,D.florent14768,0,0,1,38,0,0,0,0,1,0,0,0,1,0,0,0,1,12,88.91666667,0,0,0,9,1,0,0,12,1,-1,-1
D.jae.lee,7,D.jae.lee7,0,0,1,102,0,8,0,15,4,1,0,5,3,2,0,10,4,116,169.1465517,206.5555556,63,0,41,11,1,0,20,1,-1,-1
D.lupick,2,D.lupick2,0,0,1,64,0,0,0,0,1,0,0,0,3,0,0,0,3,64,69.6875,58.8974359,39,6,4,5,9,1,32,1,1,1
D.menin,109,D.menin109,0,0,1,33,0,0,0,0,1,0,0,0,1,0,0,0,1,3,51.66666667,0,0,0,2,0,0,1,298,1,1,1
D.mohamed,445,D.mohamed445,0,0,1,28,4.102,0,0,0,1,0,0,0,1,0,0,0,1,21,169.2857143,225,9,0,8,3,1,1,22,1,1,1
D.sasson48,132,D.sasson48132,0,0,1,385,0,0,0,1,1,0,0,1,1,0,0,1,1,19,476.3684211,744.6666667,6,3,8,0,4,1,74,1,1,1
D3ini,482,D3ini482,0,0,1,130,1.217,5,0,3,3,3,0,2,4,5,0,2,5,32,518.6875,1098.25,4,6,11,8,1,1,28,1,1,1
D673650096,274,D673650096274,0,0,1,21,1.378,0,0,0,1,0,0,0,1,0,0,0,1,10,360.8,486.7142857,7,0,2,0,1,1,119,1,1,1
Da484012,100,Da484012100,0,0,1,99,0,1,1,0,1,1,1,0,1,1,1,0,1,36,1037.416667,6985.5,2,2,22,5,2,0,18,1,-1,-1
DaamoonGhahari,654,DaamoonGhahari654,0,0,1,113,-0.011,0,0,0,1,0,0,0,1,0,0,0,1,39,241.5897436,245,1,6,28,0,1,0,67,1,-1,-1
Daamoy,7,Daamoy7,0,0,1,179,0,9,0,7,7,4,0,2,5,9,0,5,7,164,164.4085366,0,0,3,140,20,0,0,20,1,-1,-1
Dabantur,75,Dabantur75,0,0,1,3,0.595,0,0,0,1,0,0,0,1,0,0,0,1,7,137.7142857,137.7142857,7,0,0,0,1,1,15,1,1,1
Dabdeljabbar1,457,Dabdeljabbar1457,0,0,1,74,1.512,0,0,0,1,0,0,0,1,0,0,0,1,62,400.8064516,418.1864407,59,0,2,0,1,0,15,1,-1,1
Daboikodackblack,571,Daboikodackblack571,0,0,1,44,0,0,0,0,1,0,0,0,1,0,0,0,1,5,234.6,0,0,0,4,0,0,1,92,1,1,1
Daclausen,755,Daclausen755,0,0,1,1156,0,24,0,1,2,27,0,1,2,36,0,1,2,86,192.4651163,38.25,8,28,6,26,6,0,21,1,-1,1
Dacr348,216,Dacr348216,0,0,1,101,-0.965,8,0,7,2,0,0,1,4,0,0,1,4,92,431.2717391,87.5,8,0,71,12,1,1,10,1,1,1
Daddydizzle55,88,Daddydizzle5588,0,0,1,33,0,0,0,0,0,0,0,1,0,0,0,2,0,18,182.5555556,202.7777778,9,0,4,5,3,1,63,1,1,-1
DaDudeLan,582,DaDudeLan582,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1296,0,0,0,1,0,0,1,40,1,1,1
Daehyunk927,324,Daehyunk927324,0,0,1,26,0,0,0,0,1,0,0,0,1,0,0,0,1,7,280.5714286,0,0,0,6,0,0,0,36,1,-1,-1
DaekwanJ,38,DaekwanJ38,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.5,0,0,0,2,0,0,0,22,1,-1,-1
Dafc-i-just-read,648,Dafc-i-just-read648,0,0,1,31,0.002,0,0,0,0,0,0,0,0,0,0,0,0,17,258.2941176,1320,1,0,13,0,1,1,22,1,1,-1
DaFlyingFishmonger,276,DaFlyingFishmonger276,0,0,1,104,0,3,0,3,4,3,0,3,3,3,0,3,4,39,404.0769231,475.9047619,21,0,10,7,1,0,16,1,-1,1
Dafneflores1023,83,Dafneflores102383,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,28,1,1,1
Dahlia y,744,Dahlia y744,0,0,1,59,-1.075,1,0,0,1,1,0,0,1,1,0,0,1,19,67,349,1,1,13,1,1,1,23,1,1,-1
DahliasAndRoses,442,DahliasAndRoses442,0,0,1,121,0,7,0,4,0,1,0,1,0,5,0,2,0,87,120.3563218,0,0,0,72,14,0,1,42,1,1,1
Dahlsto2,228,Dahlsto2228,0,0,1,71,1.014,0,4,0,1,0,1,0,1,0,4,0,1,110,157.7181818,-105.75,4,4,96,4,1,0,19,1,-1,1
Daiane Bushey,566,Daiane Bushey566,0,0,1,111,0.263,0,0,0,0,0,0,0,0,0,0,0,0,7,344.1428571,1886,1,0,5,0,1,1,20,1,1,1
Daifukuthecat,149,Daifukuthecat149,0,0,1,882,0,0,0,0,0,0,0,0,0,0,0,0,0,46,219.0217391,0,0,0,36,9,0,0,26,1,-1,-1
Daisuke 780,467,Daisuke 780467,0,0,1,108,0,2,0,1,2,1,0,1,2,2,0,1,2,31,402.0322581,376.4285714,14,7,5,2,4,1,52,1,1,1
Daisy098,674,Daisy098674,0,0,1,21,-0.637,0,0,0,0,0,0,0,0,0,0,0,0,17,297.8823529,335.8,15,0,1,0,1,0,48,1,-1,-1
Daisyboat,572,Daisyboat572,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,22,223.2272727,0,0,0,20,0,0,0,29,1,-1,-1
Daisycaamal,273,Daisycaamal273,0,0,1,20,0,0,0,0,1,0,0,0,1,0,0,0,1,2,89.5,0,0,0,2,0,0,0,30,1,-1,-1
Dak2014021,67,Dak201402167,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,1,3,70.33333333,0,0,0,2,0,0,0,24,1,-1,-1
DakinV,740,DakinV740,0,0,1,103,0.137,1,0,2,2,1,0,0,2,1,0,0,2,38,735.8157895,1071.769231,13,1,16,4,4,0,14,1,-1,1
Dakotabair,674,Dakotabair674,0,0,1,17,0,0,0,0,2,0,0,0,2,0,0,0,2,6,31,0,0,0,2,0,0,0,48,1,-1,-1
Dakotahimmelman,459,Dakotahimmelman459,0,0,1,53,-0.117,5,0,0,1,1,0,0,1,1,0,0,1,18,506.8333333,2505,1,3,7,5,1,1,28,1,1,1
Dakotahodgson,654,Dakotahodgson654,0,0,1,82,0,0,0,1,2,0,0,1,2,0,0,1,2,71,111.5070423,153.25,4,3,60,1,1,0,67,1,-1,-1
Dakotahz,539,Dakotahz539,0,0,1,60,0.789,0,0,0,1,0,0,0,1,0,0,0,1,42,143.6666667,135.8518519,27,1,5,5,1,0,12,1,-1,-1
Dakotarose777,693,Dakotarose777693,0,0,1,41,0.925,0,0,0,1,0,0,0,3,0,0,0,3,11,538.9090909,4901,1,5,2,0,1,0,24,1,-1,-1
Dakrahmer,533,Dakrahmer533,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,60.28571429,0,0,0,7,0,0,0,18,1,-1,-1
Dakrahmer,627,Dakrahmer627,1,1,1,378,0,0,0,0,2,0,0,0,2,0,0,0,2,16,24.125,0,0,2,11,0,0,0,19,1,-1,-1
Dalalnw,32,Dalalnw32,0,0,1,29,0,0,0,0,1,0,0,0,1,0,0,0,1,4,39.75,0,0,0,2,0,0,1,31,1,1,1
Dalenti,679,Dalenti679,0,0,1,21,0,0,0,0,1,0,0,0,1,0,0,0,1,3,64.33333333,0,0,0,2,0,0,0,22,1,-1,-1
Daler21,734,Daler21734,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,164.75,300,1,0,2,0,1,1,29,1,1,-1
Daleyhl,555,Daleyhl555,0,0,1,27,1.206,0,0,0,1,0,0,0,1,0,0,0,1,17,410.1764706,30,1,1,9,3,1,1,19,1,1,1
DallasJones24,617,DallasJones24617,0,0,1,70,0,1,0,0,1,1,0,0,1,1,0,0,1,6,231.6666667,0,0,1,3,1,0,0,31,1,-1,-1
Dalon041,629,Dalon041629,0,0,1,486,2.234,3,0,2,1,1,0,1,3,2,0,1,3,49,552.0612245,612.9473684,19,4,17,6,3,1,46,1,1,1
Dalton spearman,21,Dalton spearman21,0,0,1,56,0,0,2,3,4,0,1,1,3,0,2,1,4,28,511.1785714,0,0,0,24,2,0,0,26,1,-1,-1
Daltonator94,11,Daltonator9411,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,3,54.33333333,0,0,0,2,0,0,1,27,1,1,1
DaltonEngland,614,DaltonEngland614,0,0,1,109,1.772,0,0,16,2,0,0,3,2,0,0,15,2,46,-342.8043478,-788.037037,27,0,8,10,1,1,50,1,1,1
DaltonHird,314,DaltonHird314,1,0,1,1075,0,0,0,0,9,2,0,0,4,2,0,0,9,6,63.33333333,-19,1,0,2,0,1,0,54,1,-1,1
DaltonHird,366,DaltonHird366,1,1,1,1200,0,2,0,0,9,2,0,0,4,2,0,0,9,16,294.5,0,0,2,5,5,0,0,31,1,-1,1
Daluna 726,557,Daluna 726557,0,0,1,31,0.669,0,0,0,1,0,0,0,3,0,0,0,3,6,467.5,867,3,0,2,0,1,0,32,1,-1,-1
Damallama,262,Damallama262,0,0,1,468,0,1,0,1,1,1,0,1,1,1,0,1,1,13,356.6153846,0,0,0,9,3,0,0,37,1,-1,-1
DamarAnnG,94,DamarAnnG94,0,0,1,49,0,0,0,0,2,0,0,0,2,0,0,0,2,5,112.4,0,0,0,3,1,0,0,56,1,-1,-1
Damcn174,86,Damcn17486,0,0,1,97,0,0,0,0,1,0,0,0,1,0,0,0,1,53,200.1320755,243.7826087,23,7,16,2,6,0,36,1,-1,1
Damdz,340,Damdz340,0,0,1,38,-0.044,0,0,0,1,0,0,0,1,0,0,0,1,39,26.69230769,-17.84615385,13,4,9,2,2,0,15,1,-1,1
Dameister22,229,Dameister22229,0,0,1,59,0,0,0,0,2,0,0,0,2,0,0,0,2,23,279.3043478,0,0,2,17,3,0,1,36,1,1,1
Damianjovanovic,182,Damianjovanovic182,0,0,1,70,0.058,0,0,0,1,0,0,0,1,0,0,0,1,21,84.52380952,84.90909091,11,0,7,2,1,0,2,1,-1,-1
Damico Seba,753,Damico Seba753,0,0,1,86,0,0,0,0,2,0,0,0,1,0,0,0,2,7,375.7142857,0,0,0,6,0,0,0,12,1,-1,-1
Damieco,574,Damieco574,0,0,1,77,0.34,0,0,0,2,0,0,0,4,0,0,0,4,12,456.75,721.3333333,3,2,4,2,1,0,24,1,-1,-1
Dana Easton,635,Dana Easton635,0,0,1,99,0,0,0,0,2,0,0,0,2,0,0,0,2,9,2237.888889,397,2,0,5,1,1,0,20,1,-1,-1
Dana Jeong,158,Dana Jeong158,0,0,1,24,-0.044,0,0,0,0,0,0,0,0,0,0,0,0,14,383.5714286,6,1,1,10,0,1,0,34,1,-1,-1
Dana lester,661,Dana lester661,0,0,1,43,0,0,0,0,1,0,0,0,1,0,0,0,1,60,361.0333333,234.9512195,41,0,18,0,3,1,26,1,1,1
Dana-Lis Bittner,395,Dana-Lis Bittner395,0,0,1,80,0,1,0,0,4,0,0,0,3,0,0,0,4,40,615.2,963.15,20,3,5,9,2,0,36,1,-1,-1
Dana00022,524,Dana00022524,0,0,1,58,0,2,0,0,2,2,0,0,2,2,0,0,2,48,153.7708333,0,0,1,45,2,0,0,24,1,-1,-1
Danacs,19,Danacs19,0,0,1,100,0,0,0,0,2,0,0,0,4,0,0,0,4,92,375.2065217,827.5,2,2,80,5,1,0,26,1,-1,-1
Danae Hall,573,Danae Hall573,0,0,1,219,0,0,1,0,6,0,1,0,5,0,1,0,8,27,357.037037,437.5,20,0,4,1,3,1,12,1,1,1
Danakes6,647,Danakes6647,0,0,1,103,0,0,1,0,5,0,1,0,4,0,1,0,5,125,331.208,475.5490196,51,57,5,0,18,1,54,1,1,1
Danamansfield,229,Danamansfield229,0,0,1,57,0,0,0,0,1,0,0,0,1,0,0,0,1,8,479.375,0,0,4,3,0,0,1,36,1,1,1
Danasiacomer,149,Danasiacomer149,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,59,424.6949153,0,0,0,35,23,0,0,26,1,-1,-1
Danassau,5,Danassau5,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1515,0,0,1,0,0,0,0,5,1,-1,-1
Danati265,650,Danati265650,0,0,1,28,0,0,0,0,2,0,0,0,2,0,0,0,2,91,510.6593407,490.6904762,42,10,35,4,1,1,7,1,1,1
Danchoii,437,Danchoii437,0,0,1,58,0,0,2,0,2,0,1,0,4,0,2,0,4,15,1799.066667,0,0,8,4,2,0,1,23,1,1,1
Dancingskeleton93,293,Dancingskeleton93293,0,0,1,84,0,0,0,0,2,0,0,0,2,0,0,0,2,35,275.5142857,0,0,2,30,0,0,1,46,1,1,1
Dancox74,99,Dancox7499,0,0,1,101,0.372,0,0,3,0,0,0,1,0,0,0,3,0,10,147.5,206.6666667,6,0,3,0,3,1,40,1,1,-1
DanCrankshaw,96,DanCrankshaw96,0,0,1,79,0,0,0,0,2,0,0,0,2,0,0,0,2,42,223.8809524,163.4782609,23,1,13,2,5,0,27,1,-1,1
Dandelionmor,236,Dandelionmor236,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,926.2,0,0,0,4,0,0,1,105,1,1,1
Dandre5,250,Dandre5250,0,0,1,81,-0.658,0,0,0,2,0,0,0,2,0,0,0,2,68,252.75,1978.75,4,25,33,0,2,0,64,1,-1,-1
