control_wpid,courseID,uniqueID,return,return2,death,dayindex,score_diff,reach_out_stu,reach_out_wiki,reach_in_stu,reach_in_wiki,student_Outdegree,wiki_Outdegree,student_Indegree,wiki_Indegree,student_weighted_outdegree,wiki_weighted_outdegree,student_weighted_indegree,wiki_weighted_indegree,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,group_recheck
Consta s1,370,Consta s1370,0,0,1,93,0.204,0,0,0,2,0,0,0,4,0,0,0,4,17,177.9411765,867,3,4,4,0,3,1,17,1,1,1
Constantine III,497,Constantine III497,0,0,1,17,-0.084,0,0,0,2,0,0,0,2,0,0,0,2,36,222.8888889,-22.77777778,18,2,13,3,1,0,4,1,-1,1
Contrerasb5,74,Contrerasb574,0,1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,2,74.5,0,0,0,2,0,0,0,4,1,-1,-1
Contreraslizbeth,601,Contreraslizbeth601,0,0,1,87,0.437,1,0,2,0,1,0,2,0,1,0,2,0,17,195.2352941,619,2,0,7,3,1,0,31,1,-1,-1
Contributorisme,295,Contributorisme295,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,36,470.6111111,-6,2,0,28,0,1,1,26,1,1,1
Cookiemonsterinc,506,Cookiemonsterinc506,0,1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,9,47.66666667,0,0,0,8,0,0,0,26,1,-1,-1
CoolGuy555,342,CoolGuy555342,0,0,1,25,1.938,0,0,0,1,0,0,0,1,0,0,0,1,27,287.037037,290.5,20,2,3,0,2,1,22,1,1,1
Cooltopics,330,Cooltopics330,0,0,1,94,0.898,1,0,1,1,0,0,0,1,0,0,0,1,22,699.2727273,1482.25,4,1,14,1,1,1,34,1,1,-1
Coonic17,21,Coonic1721,0,0,1,42,0,0,0,0,8,0,0,0,6,0,0,0,8,32,258.4375,0,0,0,28,1,0,0,26,1,-1,-1
CooperAnderson265,759,CooperAnderson265759,0,0,1,35,-0.06,0,0,0,2,0,0,0,2,0,0,0,2,6,18.16666667,-23.33333333,3,0,2,0,2,1,28,1,1,1
Cooperlindsey,366,Cooperlindsey366,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,31,1,-1,-1
Cooperol,587,Cooperol587,0,0,1,100,0,1,2,2,6,0,1,1,7,0,2,2,8,47,253.9148936,250.9259259,27,6,6,7,2,1,49,1,1,1
Coparmele,287,Coparmele287,0,0,1,84,0,0,1,0,2,0,1,0,2,0,1,0,2,23,445.9130435,202.8333333,6,0,15,1,1,0,36,1,-1,-1
Coralblue2semigloss,162,Coralblue2semigloss162,0,0,1,68,0,0,0,0,1,0,0,0,1,0,0,0,1,13,124.9230769,101.75,4,0,7,0,3,0,12,1,-1,-1
Corbin Apple,499,Corbin Apple499,0,0,1,394,0,4,1,3,5,2,1,1,5,3,1,3,5,84,276.9047619,290.7179487,39,3,12,24,7,0,18,1,-1,1
Corburnside,634,Corburnside634,0,0,1,7,0,0,0,0,1,0,0,0,3,0,0,0,3,10,116.5,0,0,0,6,3,0,1,145,1,1,1
Cords-Philly,236,Cords-Philly236,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,605.3333333,0,0,2,7,0,0,1,105,1,1,1
CoreyLester,508,CoreyLester508,0,0,1,71,0,0,0,2,1,0,0,0,1,0,0,0,1,27,325.7037037,345.36,25,0,1,0,2,0,8,1,-1,1
Corhux909,512,Corhux909512,0,0,1,14,0,0,0,0,1,0,0,0,1,0,0,0,1,2,63.5,0,0,0,2,0,0,1,120,1,1,1
Corina922,354,Corina922354,0,0,1,107,0.54,0,0,0,0,0,0,0,0,0,0,0,0,19,109,202,6,1,7,0,1,1,28,1,1,1
Corinne Norton,708,Corinne Norton708,0,0,1,72,0.241,0,0,0,1,0,0,0,3,0,0,0,3,9,210.6666667,194,3,0,5,0,3,0,21,1,-1,-1
Corinneproul,121,Corinneproul121,0,0,1,93,0,0,0,0,2,0,0,0,2,0,0,0,2,38,244.0526316,303.6551724,29,3,4,1,5,1,26,1,1,1
Coripiazza,708,Coripiazza708,0,0,1,71,0.008,0,0,0,1,0,0,0,3,0,0,0,3,11,15.72727273,-139,2,1,6,0,1,0,21,1,-1,-1
Corlisallen,131,Corlisallen131,0,0,1,56,0,0,0,0,1,0,0,0,1,0,0,0,1,14,352.5,0,0,0,12,0,0,0,71,1,-1,-1
CorrectorInCheef,429,CorrectorInCheef429,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,17,1,-1,-1
CorrinD,678,CorrinD678,0,0,1,17,1.007,0,0,0,2,0,0,0,2,0,0,0,2,15,518.4,824.25,4,7,2,1,1,1,32,1,1,1
Corte128,300,Corte128300,0,0,1,37,-0.09,1,0,2,0,1,0,2,0,1,0,2,0,10,340.6,1139,1,1,7,1,1,1,27,1,1,1
Cortegavega,723,Cortegavega723,0,0,1,70,0,0,0,0,1,0,0,0,1,0,0,0,1,17,308.9411765,775.6,5,0,6,1,2,0,12,1,-1,-1
Cortego,531,Cortego531,0,0,1,91,0.9,0,0,0,2,0,0,0,2,0,0,0,2,29,301.8965517,925.75,4,9,9,0,4,1,18,1,1,-1
CorynLei,85,CorynLei85,0,0,1,87,0,1,0,0,2,1,0,0,2,1,0,0,2,9,84.88888889,0,0,1,3,1,0,1,41,1,1,1
Coryswilley,111,Coryswilley111,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,8,122.875,0,0,0,4,3,0,0,14,1,-1,-1
Cosbysweaters,635,Cosbysweaters635,0,0,1,99,0,0,2,0,1,0,1,0,1,0,2,0,1,24,663.3333333,758.4444444,9,0,10,2,1,0,20,1,-1,-1
Costinritter,550,Costinritter550,0,0,1,21,-0.001,0,0,0,1,0,0,0,1,0,0,0,1,10,108.5,-1,1,3,2,1,1,0,18,1,-1,-1
COtoUCSD,512,COtoUCSD512,0,0,1,132,-0.092,0,0,0,1,0,0,0,1,0,0,0,1,18,232.5555556,962,2,5,4,3,1,1,120,1,1,-1
CouchA15,609,CouchA15609,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,23,1,1,1
CountChocula1738,205,CountChocula1738205,0,0,1,69,0.336,0,0,0,1,0,0,0,1,0,0,0,1,21,339.2857143,427.5,4,5,7,3,1,1,32,1,1,1
Court hack,173,Court hack173,0,0,1,28,-0.001,0,0,0,1,0,0,0,1,0,0,0,1,35,161.1714286,304,2,1,28,3,1,0,36,1,-1,1
Court998,593,Court998593,0,0,1,85,0,0,0,0,1,0,0,0,1,0,0,0,1,5,164.6,0,0,0,4,0,0,0,45,1,-1,-1
Courtmorris,114,Courtmorris114,0,0,1,3,0,0,1,0,2,0,1,0,2,0,1,0,2,2,140,0,0,0,1,1,0,1,51,1,1,1
Courtney Crump,471,Courtney Crump471,0,0,1,88,0.621,0,0,0,1,0,0,0,1,0,0,0,1,15,371.2666667,590,2,8,4,0,2,1,36,1,1,1
Courtney.cleveland,647,Courtney.cleveland647,0,0,1,86,0,0,0,0,5,0,0,0,2,0,0,0,5,228,252.0263158,431.5061728,81,38,91,2,19,1,54,1,1,1
Courtneyam98,331,Courtneyam98331,0,0,1,90,0.094,0,0,0,1,0,0,0,1,0,0,0,1,5,303.6,1198,1,1,2,0,1,0,42,1,-1,1
CourtneyCChan,643,CourtneyCChan643,0,0,1,15,0,0,0,0,1,0,0,0,1,0,0,0,1,11,126.5454545,0,0,0,7,3,0,0,52,1,-1,-1
Courtneycrawford27,683,Courtneycrawford27683,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,5,361.8,1603,1,0,2,0,1,0,10,1,-1,-1
Courtneyduval,712,Courtneyduval712,0,0,1,79,0,0,0,3,6,0,0,1,5,0,0,3,6,63,183.5714286,162.8510638,47,8,2,3,7,1,15,1,1,1
Courtneyeadams,45,Courtneyeadams45,0,0,1,53,0.161,0,0,0,1,0,0,0,1,0,0,0,1,11,260.6363636,1880,1,1,6,0,1,0,10,1,-1,-1
Courtneyhagen,614,Courtneyhagen614,0,0,1,103,0,1,0,3,1,1,0,3,3,1,0,4,3,34,140.7058824,121.2857143,28,0,3,2,1,1,50,1,1,1
CourtneyI97,63,CourtneyI9763,0,0,1,12,-0.04,0,0,0,1,0,0,0,1,0,0,0,1,8,96.25,307,1,2,2,0,1,1,8,1,1,1
CourtneyJB,299,CourtneyJB299,0,0,1,103,0,0,0,17,1,0,0,2,1,0,0,7,1,89,221.6179775,2472.6,5,4,59,19,1,1,45,1,1,1
Courtneyjs,215,Courtneyjs215,0,0,1,84,0,2,0,4,3,0,0,0,3,0,0,0,3,14,647.3571429,0,0,0,4,9,0,1,34,1,1,1
Courtneyqbush,704,Courtneyqbush704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,1,1,1
Courtneyraney,318,Courtneyraney318,0,0,1,51,0,0,0,0,5,0,0,0,3,0,0,0,5,46,134.826087,0,0,1,38,0,0,0,95,1,-1,-1
Courtneyreeder,384,Courtneyreeder384,0,0,1,37,0.127,0,0,4,1,0,0,0,1,0,0,0,1,29,157.862069,23.28571429,7,2,10,5,4,1,36,1,1,1
Courtneytabor,629,Courtneytabor629,0,0,1,6,0,1,0,2,3,1,0,1,3,1,0,2,3,9,114,0,0,0,4,4,0,1,46,1,1,1
Courtneytackett,680,Courtneytackett680,0,0,1,32,0,0,0,0,1,0,0,0,1,0,0,0,1,16,110.125,0,0,4,4,3,0,1,70,1,1,1
Courtneywallingford,250,Courtneywallingford250,0,0,1,82,0.298,0,0,0,2,0,0,0,2,0,0,0,2,64,282.734375,1850.666667,3,11,43,3,3,0,64,1,-1,1
Courtwang,409,Courtwang409,1,1,1,225,0.805,1,0,1,2,1,0,1,2,1,0,1,2,112,241.2410714,215.8588235,85,12,7,1,7,0,23,1,-1,-1
Courtwang,488,Courtwang488,1,0,1,85,0,1,0,1,2,1,0,1,2,1,0,1,2,123,155.8861789,139.3240741,108,6,8,0,1,0,23,1,-1,-1
COV Western,18,COV Western18,0,0,1,94,0,0,0,0,3,0,0,0,2,0,0,0,3,186,55.98924731,-3.6,5,0,179,0,1,0,31,1,-1,-1
Coyotetime,660,Coyotetime660,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,2,0,0,0,32,1,-1,-1
CP133 AF G7,55,CP133 AF G755,0,0,1,15,0,0,0,0,3,0,0,0,3,0,0,0,3,10,173.1,0,0,0,8,0,0,1,125,1,1,1
Cp133policy9,55,Cp133policy955,0,0,1,3,0,0,0,0,3,0,0,0,3,0,0,0,3,12,148.8333333,0,0,2,5,0,0,1,125,1,1,1
Cp3105pc,253,Cp3105pc253,0,0,1,100,0.066,2,0,2,1,0,0,0,3,0,0,0,3,33,433.5757576,139,1,6,18,5,1,1,18,1,1,-1
Cp820,100,Cp820100,0,0,1,99,0,0,1,1,1,0,1,1,1,0,1,1,1,21,791.5714286,1708,3,1,9,4,1,0,18,1,-1,-1
Cpaolisso408,290,Cpaolisso408290,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,12,135.9166667,0,0,0,7,5,0,0,15,1,-1,-1
Cparry5,250,Cparry5250,1,0,1,82,0.221,0,0,0,1,0,0,0,1,0,0,0,2,19,407.0526316,725,1,2,13,0,1,0,64,1,-1,1
Cparry5,654,Cparry5654,1,1,1,82,0,0,0,0,2,0,0,0,1,0,0,0,2,19,407.0526316,725,1,2,13,0,1,0,67,1,-1,1
Cpawlik2113,720,Cpawlik2113720,0,0,1,57,-0.007,0,0,0,1,0,0,0,1,0,0,0,1,17,173.5294118,480.5,2,7,3,2,2,0,136,1,-1,-1
Cpc7c9,483,Cpc7c9483,0,0,1,33,0,4,0,0,0,0,0,0,2,0,0,0,2,5,72.2,0,0,0,0,4,0,1,78,1,1,1
Cpgalligan,720,Cpgalligan720,0,0,1,13,0,0,0,0,2,0,0,0,2,0,0,0,2,4,313,0,0,1,2,0,0,0,136,1,-1,-1
Cph0304,571,Cph0304571,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1,92,1,1,1
CphamX6511,27,CphamX651127,0,0,1,49,0,0,0,0,3,0,0,0,2,0,0,0,3,24,213.5,793.3333333,3,1,17,2,1,1,12,1,1,-1
Cpillari,636,Cpillari636,0,0,1,10,0,0,0,1,0,0,0,1,2,0,0,1,2,17,31.41176471,0,0,0,8,1,0,1,18,1,1,1
CPK 373,344,CPK 373344,0,0,1,66,1.426,0,0,0,1,0,0,0,1,0,0,0,1,57,211.9298246,475.2352941,17,3,29,6,1,0,22,1,-1,-1
Cpm5,108,Cpm5108,0,0,1,226,1.899,0,2,3,2,0,2,2,2,0,2,3,2,139,247.4676259,159.28125,96,12,22,6,6,1,14,1,1,-1
Cpm827,294,Cpm827294,0,0,1,126,0.191,1,0,3,2,0,0,0,4,0,0,0,4,38,597.7105263,11897,1,4,27,2,1,1,10,1,1,-1
Cpoppke,160,Cpoppke160,0,0,1,115,0,0,0,14,1,0,0,0,1,0,0,0,1,104,94.875,0,0,1,90,13,0,1,36,1,1,1
CPoulsen,512,CPoulsen512,0,0,1,28,0.61,0,0,0,1,0,0,0,1,0,0,0,1,8,683,3943,1,4,2,0,1,1,120,1,1,-1
Cpozlov,654,Cpozlov654,0,0,1,82,0.049,2,0,3,2,1,0,2,2,1,0,2,2,48,218.0625,459,1,2,41,2,1,0,67,1,-1,-1
Cprieto8,78,Cprieto878,0,0,1,17,0.03,0,0,0,1,0,0,0,1,0,0,0,1,7,202.8571429,197,2,2,2,0,2,0,16,1,-1,-1
Cproctor23,471,Cproctor23471,0,0,1,93,-0.009,0,0,0,1,0,0,0,1,0,0,0,1,10,354.5,520,2,5,2,0,2,1,36,1,1,1
Cpt America1,100,Cpt America1100,0,0,1,99,0,1,0,0,1,1,0,0,1,1,0,0,1,24,512.2083333,370.75,12,0,8,2,1,0,18,1,-1,-1
Cpw2054,752,Cpw2054752,0,0,1,77,0,0,0,1,3,0,0,1,3,0,0,1,3,36,358.4722222,425.1724138,29,0,5,0,3,0,32,1,-1,-1
Cqlt45,173,Cqlt45173,0,0,1,31,0.103,0,0,0,1,0,0,0,1,0,0,0,1,30,226.4,208.6666667,6,2,21,0,4,0,36,1,-1,-1
CrAb1996,317,CrAb1996317,0,0,1,17,0,1,0,0,2,0,0,1,2,0,0,1,2,7,218.8571429,63,2,0,3,1,1,0,13,1,-1,-1
CrabbyMil,195,CrabbyMil195,0,0,1,76,0,4,0,4,1,3,0,0,1,3,0,0,1,30,589.6333333,0,0,0,25,4,0,0,30,1,-1,-1
Cragma13,164,Cragma13164,0,0,1,7,0.076,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,1,0,0,0,1,0,47,1,-1,-1
Craigjcscott,337,Craigjcscott337,0,0,1,391,0,6,0,0,2,6,0,0,2,7,0,0,2,19,110.7368421,0,0,0,2,7,0,1,21,1,1,1
Cramirez923,389,Cramirez923389,1,0,1,100,0.143,0,0,0,1,0,0,0,1,0,0,0,1,9,125.4444444,0,0,0,5,2,0,0,45,1,-1,-1
Cramirez923,648,Cramirez923648,1,1,1,235,0,0,0,0,1,0,0,0,1,0,0,0,1,19,221.7894737,593,2,0,14,1,1,1,22,1,1,-1
Cramirezpereyo,687,Cramirezpereyo687,0,0,1,63,0,0,0,0,3,0,0,0,2,0,0,0,3,46,198.0217391,258.6,25,11,5,0,22,0,29,1,-1,1
Cranjithkumarreddy,98,Cranjithkumarreddy98,0,0,1,107,0,5,2,4,3,3,2,2,3,3,2,2,5,38,290.3157895,0,0,9,16,9,0,1,24,1,1,1
Crankymom,333,Crankymom333,0,0,1,94,0,1,0,0,1,0,0,0,1,0,0,0,1,13,498.6153846,0,0,0,11,1,0,0,14,1,-1,-1
Cratermann,647,Cratermann647,0,0,1,102,0,0,0,0,4,0,0,0,3,0,0,0,4,157,314.0636943,360.7636364,110,33,7,0,20,1,54,1,1,1
CrawfordRJ,79,CrawfordRJ79,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,-1,-1
CrayfishStudent,633,CrayfishStudent633,0,0,1,84,0,8,0,3,6,2,0,2,4,5,0,2,6,70,36.98571429,816.6,5,1,45,16,3,0,7,1,-1,1
CrazyAboutDMT,565,CrazyAboutDMT565,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,75,1,0,1,0,1,0,11,1,-1,-1
Crazychico17,433,Crazychico17433,0,0,1,31,0.109,0,0,0,1,0,0,0,3,0,0,0,3,12,195.5833333,278,2,2,5,0,1,1,88,1,1,-1
Crazypanda996,424,Crazypanda996424,0,0,1,113,0,3,0,2,1,2,0,2,1,3,0,2,1,16,453.4375,1036,4,0,8,3,2,0,22,1,-1,-1
Crc151,769,Crc151769,0,0,1,68,0.438,0,0,0,2,0,0,0,2,0,0,0,2,20,1361.2,778.3333333,6,5,8,0,2,0,30,1,-1,1
Crcarey,493,Crcarey493,0,0,0,1082,-0.799,4,1,1,7,3,1,1,4,4,1,1,7,149,422.3758389,388.0909091,33,16,83,15,7,1,15,1,1,1
Creaiton52,571,Creaiton52571,0,0,1,115,0,0,0,0,1,0,0,0,1,0,0,0,1,13,336.0769231,381.8181818,11,0,2,0,1,1,92,1,1,1
Cream apple,340,Cream apple340,0,0,1,44,0,0,0,0,7,0,0,0,7,0,0,0,9,45,285.6666667,498.9230769,13,1,2,16,6,0,15,1,-1,-1
Creason.e,612,Creason.e612,0,0,1,49,0,2,0,3,2,2,0,2,2,2,0,2,2,28,171.9285714,0,0,0,22,4,0,0,17,1,-1,-1
CreativeLink,748,CreativeLink748,0,0,1,99,0,2,5,2,4,2,3,2,3,2,5,2,4,37,357.8378378,111.375,16,11,2,7,1,0,11,1,-1,-1
Creaturesofthewind,689,Creaturesofthewind689,0,0,1,102,0,0,1,1,4,0,1,0,3,0,1,0,4,72,1147.027778,984.9230769,26,4,32,1,3,0,8,1,-1,1
CREdwards,2,CREdwards2,0,0,1,69,0,0,0,0,1,0,0,0,3,0,0,0,3,37,167.972973,163,25,2,6,0,3,1,32,1,1,1
Creepinquick,109,Creepinquick109,0,0,1,44,0,0,0,0,1,0,0,0,1,0,0,0,1,8,124,0,0,1,2,3,0,1,298,1,1,1
Creichhorn,358,Creichhorn358,0,0,1,28,0,0,0,0,2,0,0,0,2,0,0,0,2,6,134.1666667,0,0,0,3,2,0,0,21,1,-1,-1
Crelizarin,26,Crelizarin26,0,0,1,92,0.235,3,0,0,1,1,0,0,1,3,0,0,1,33,121.2121212,236,10,0,14,7,1,0,20,1,-1,-1
Crelke,588,Crelke588,0,0,1,91,-0.009,0,0,0,0,0,0,0,0,0,0,0,0,18,97.05555556,16.66666667,3,0,13,1,3,1,27,1,1,1
Crenton,497,Crenton497,0,0,1,510,0,0,0,0,1,0,0,0,1,0,0,0,1,9,102.3333333,0,0,0,5,3,0,0,4,1,-1,-1
CRHeck,77,CRHeck77,0,0,1,72,0,4,0,9,4,3,0,4,3,4,0,9,4,141,336.5177305,239.8166667,60,17,52,7,9,1,6,1,1,1
Crhoene,357,Crhoene357,0,0,1,77,0,1,0,0,2,1,0,0,2,1,0,0,2,18,326.1111111,305.1428571,7,1,6,2,3,1,34,1,1,1
Crhogue3,529,Crhogue3529,0,0,1,71,0,1,0,8,1,0,0,0,1,0,0,0,1,9,221.5555556,215.3333333,6,0,1,1,1,0,121,1,-1,1
Crimson1991,245,Crimson1991245,0,0,1,111,0,2,0,5,1,2,0,2,1,2,0,5,1,50,228.2,237.475,40,0,5,4,1,0,16,1,-1,-1
Crisne13,164,Crisne13164,0,0,1,7,0.025,0,0,0,1,0,0,0,1,0,0,0,1,11,133.4545455,317,1,0,6,3,1,0,47,1,-1,-1
CrispusAttucks009,263,CrispusAttucks009263,0,0,1,58,0,0,0,0,1,0,0,0,1,0,0,0,1,8,98.5,0,0,2,3,0,0,0,23,1,-1,-1
CrispyGoat,719,CrispyGoat719,0,0,1,101,0,0,0,7,2,0,0,1,4,0,0,1,4,22,607.8636364,3266.5,2,3,11,2,2,1,18,1,1,1
Crissieloka,178,Crissieloka178,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1505.75,0,0,0,2,0,0,0,19,1,-1,-1
Cristian237,300,Cristian237300,0,0,1,47,0.087,1,0,1,1,1,0,1,1,1,0,1,1,17,136.4117647,263,1,1,10,4,1,1,27,1,1,-1
CristianMlopez,314,CristianMlopez314,0,0,1,105,0.322,0,0,0,1,0,0,0,1,0,0,0,1,4,792.75,2987,1,0,2,0,1,0,54,1,-1,-1
Cristiann.Batista,469,Cristiann.Batista469,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,18,178.5555556,0,0,0,1,15,0,1,30,1,1,1
Cristinalira,704,Cristinalira704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,1,1,1
CristinTROC,308,CristinTROC308,1,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,25,250.8,-2.157894737,19,0,6,0,1,1,35,1,1,1
CristinTROC,610,CristinTROC610,1,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,25,250.8,-2.157894737,19,0,6,0,1,1,35,1,1,1
Cristycristal,436,Cristycristal436,0,0,1,109,0,2,0,0,7,1,0,0,2,2,0,0,7,17,1078.705882,2327.25,4,0,7,5,2,0,36,1,-1,1
Criticalracetheorist1,442,Criticalracetheorist1442,0,0,1,118,0,1,3,0,0,1,1,0,0,1,3,0,0,33,237.030303,0,0,2,24,5,0,1,42,1,1,1
Criticalracetheorist2,442,Criticalracetheorist2442,0,0,1,119,0,1,2,4,0,1,1,1,0,1,2,2,0,39,153.7179487,0,0,2,31,4,0,1,42,1,1,1
Critseen,308,Critseen308,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,55,330.6181818,84.2195122,41,0,13,0,2,1,35,1,1,1
Crlaud,215,Crlaud215,0,0,1,97,2.454,2,0,1,1,0,0,0,1,0,0,0,1,14,2713.571429,2833,3,1,6,3,1,1,34,1,1,1
CRM1938,539,CRM1938539,0,0,1,67,0.611,0,0,0,1,0,0,0,1,0,0,0,1,5,305,668,2,0,2,0,1,0,12,1,-1,-1
Crm8z8,740,Crm8z8740,0,0,1,94,0.088,3,0,4,2,0,0,1,1,0,0,1,2,45,526.1555556,2814.25,4,5,21,6,3,0,14,1,-1,1
Crmagliolo,542,Crmagliolo542,0,0,1,105,0,0,0,1,2,0,0,1,2,0,0,1,2,84,229.1785714,247.6027397,73,3,3,2,1,1,30,1,1,-1
CRMStudent1,558,CRMStudent1558,0,0,1,71,0.037,1,0,0,1,0,0,0,3,0,0,0,3,42,471.452381,586,3,10,24,4,2,0,23,1,-1,-1
Crnobeli95,424,Crnobeli95424,0,0,1,112,-0.043,2,0,1,1,2,0,1,1,2,0,1,1,14,147.6428571,239.6666667,6,0,5,2,1,0,22,1,-1,-1
Crobinson23,109,Crobinson23109,0,0,1,52,0,0,0,0,1,0,0,0,1,0,0,0,1,3,48,0,0,0,2,0,0,1,298,1,1,1
Croesel14,693,Croesel14693,0,0,1,37,1.205,0,0,0,1,0,0,0,3,0,0,0,3,4,1747.5,6221,1,2,0,0,1,0,24,1,-1,-1
Crose626,429,Crose626429,0,0,1,63,0.206,0,0,0,1,0,0,0,3,0,0,0,3,40,439.225,279.8888889,18,3,13,3,1,0,17,1,-1,-1
Crosenbe,634,Crosenbe634,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,10,113.6,0,0,0,6,3,0,1,145,1,1,1
Croussos,247,Croussos247,0,0,1,105,0,0,0,0,7,0,0,0,4,0,0,0,7,36,512.8055556,423.7777778,18,2,11,1,2,0,11,1,-1,-1
Crownoffire,17,Crownoffire17,0,0,1,52,0,0,0,0,1,0,0,0,1,0,0,0,1,107,473.7102804,507.1122449,98,0,5,3,1,1,41,1,1,1
CrowScarify,674,CrowScarify674,0,0,1,116,-0.929,0,0,0,0,0,0,0,2,0,0,0,2,12,157.0833333,181.4,10,0,1,0,1,0,48,1,-1,-1
Crrob,458,Crrob458,0,0,1,107,0.009,0,0,0,1,0,0,0,1,0,0,0,1,17,126.0588235,179.8333333,6,0,7,3,4,1,9,1,1,-1
CRS1965,547,CRS1965547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,-1,-1
CRSmith1,511,CRSmith1511,0,0,1,152,0,0,0,0,2,0,0,0,1,0,0,0,2,21,1191.761905,1719.357143,14,0,4,3,1,0,20,1,-1,-1
Crstn k,163,Crstn k163,1,0,1,56,0.162,0,0,0,1,0,0,0,1,0,0,0,2,24,164.6666667,1591,1,0,16,0,1,0,13,1,-1,-1
Crstn k,602,Crstn k602,1,1,1,54,0,0,0,0,2,0,0,0,1,0,0,0,2,24,164.6666667,1591,1,0,16,0,1,0,19,1,-1,-1
Cruz314,295,Cruz314295,0,0,1,70,0,2,1,3,1,2,1,2,1,2,1,3,1,93,563.7741935,0,0,1,80,3,0,1,26,1,1,1
Cruzss01,245,Cruzss01245,0,0,1,112,0,2,0,2,4,2,0,2,2,2,0,2,4,142,87.47887324,86.93984962,133,0,6,2,3,0,16,1,-1,-1
Crwhite96,719,Crwhite96719,0,0,1,108,0,1,1,0,1,1,1,0,1,1,1,0,1,22,382.5909091,571.8333333,12,3,3,3,2,1,18,1,1,1
Crwilso4,201,Crwilso4201,0,0,1,11,0,0,0,0,1,0,0,0,1,0,0,0,1,5,51.2,0,0,0,4,0,0,1,71,1,1,1
Cryan22,28,Cryan2228,0,0,1,33,0,0,0,0,1,0,0,0,1,0,0,0,1,5,92,0,0,0,3,0,0,1,31,1,1,1
Cryola skies,341,Cryola skies341,0,0,1,41,0,0,0,0,2,0,0,0,2,0,0,0,2,42,923.5952381,0,0,0,37,0,0,1,93,1,1,1
Cryolablue,159,Cryolablue159,0,0,1,15,0,0,0,0,4,0,0,0,3,0,0,0,4,11,127.9090909,0,0,0,7,3,0,0,38,1,-1,-1
Crystal ceecee,198,Crystal ceecee198,0,0,1,92,0,3,0,2,2,2,0,0,1,3,0,0,2,25,1126.24,0,0,0,16,8,0,1,73,1,1,1
Csalaz5,81,Csalaz581,0,0,1,35,-0.018,0,0,0,1,0,0,0,1,0,0,0,1,5,779.8,2036,1,0,2,1,1,0,90,1,-1,1
Csandberg95,69,Csandberg9569,0,0,1,66,0,0,0,0,2,0,0,0,2,0,0,0,2,29,303.3103448,401.8421053,19,0,6,3,1,0,19,1,-1,-1
Csaninocencio1,301,Csaninocencio1301,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,12,169.9166667,254.3333333,6,0,4,0,1,0,9,1,-1,-1
Csauced,517,Csauced517,0,0,1,104,0,1,0,2,3,1,0,1,1,1,0,2,3,35,183.1714286,144.6666667,3,1,29,1,1,1,30,1,1,-1
Csavein,410,Csavein410,0,0,1,88,0.091,0,0,0,1,0,0,0,3,0,0,0,3,16,399.1875,9,2,0,11,2,2,0,25,1,-1,1
Cschou,604,Cschou604,0,0,1,572,0,0,0,0,1,0,0,0,1,0,0,0,1,24,446.0833333,1656.666667,3,4,15,0,1,0,8,1,-1,-1
Csferguson,287,Csferguson287,0,0,1,92,0,0,1,0,2,0,1,0,4,0,1,0,4,13,338.3846154,0,0,0,11,1,0,0,36,1,-1,-1
Cshaunessy,385,Cshaunessy385,0,0,1,56,0.647,0,0,0,1,0,0,0,1,0,0,0,1,5,403,880.5,2,0,2,0,1,1,39,1,1,1
